DEPTH,A,B,C_predicted
3336.1884,27.84277,79.12748,95.61076595827122
3336.3408,22.37116,78.89129,92.77881669156139
3336.4932,22.79438,75.21696,88.93288617139228
3336.6456,14.9235,72.54499,81.10349534985912
3336.798,24.48168,71.42958,84.6296294258809
3336.9504,29.64824,71.07985,86.16603953214258
3337.1028,47.88944,71.06997,91.60565355498687
3337.2552,49.67545,70.68723,91.40271608613095
3337.4076,47.27452,68.56458,87.08058045949068
3337.56,48.28333,67.61628,85.51250706228912
3337.7124,38.44737,68.09357,83.93520505887228
3337.8648,28.15698,67.88752,80.30195597972529
3338.0172,35.92049,68.03813,83.10623225172206
3338.1696,32.41148,68.8606,83.48564666375921
3338.322,33.72191,69.11986,84.35943555264676
3338.4744,44.29498,69.52397,88.07688249125408
3338.6268,38.14474,69.84379,86.94788293791413
3338.7792,36.69476,69.88497,86.58689594014535
3338.9316,47.34302,70.10534,89.85027798463884
3339.084,77.82965,70.29307,96.1916673837574
3339.2364,113.7046,70.06654,100.67005577222955
3339.3888,176.1652,69.82724,106.18985970550179
3339.5412,220.1482,69.20575,108.04417065635987
3339.6936,178.589,68.30449,103.10050392893521
3339.846,115.0631,68.23466,97.11770166096898
3339.9984,73.37868,67.94803,90.96923283457326
3340.1508,54.84756,68.0933,87.86891379267753
3340.3032,53.56025,68.15237,87.71265464875725
3340.4556,38.53183,67.31371,82.48886925794956
3340.608,50.39837,66.89421,84.54782334084358
3340.7604,46.69062,67.17621,84.28007207103907
3340.9128,28.47893,67.14086,79.05091849116424
3341.0652,18.24395,67.93632,76.13926927267188
3341.2176,21.20763,67.96897,77.63258824449508
3341.37,29.24263,71.96419,87.34810644317176
3341.5224,25.39073,71.96907,85.81011701170776
3341.6748,25.76542,71.92777,85.90868419763937
3341.8272,33.55043,72.12223,89.12364070331193
3341.9796,34.84279,73.60594,91.6916626727956
3342.132,34.55603,77.32169,96.28957842037528
3342.2844,40.92005,78.75057,100.01439500221244
3342.4368,63.81767,77.97735,105.02094232615022
3342.5892,89.78588,76.28891,107.59932797519811
3342.7416,120.4115,75.66959,110.94440000040284
3342.894,187.0104,75.56474,117.4522330476734
3343.0464,301.929,75.77776,125.5721639298873
3343.1988,506.0703,74.06914,131.45722076475838
3343.3512,843.9069,73.43958,139.5718655940336
3343.5036,1135.973,72.98674,144.32266180205792
3343.656,614.4611,73.74374,134.30484324337698
3343.8084,187.9678,73.76602,114.58251094533725
3343.9608,85.16531,73.88895,103.38566468045008
3344.1132,62.17363,73.76946,99.04530211718573
3344.2656,13.16712,76.07287,84.06934922300029
3344.418,7.37758,74.69627,77.09213722553478
3344.5704,7.54891,78.43638,81.00592967217506
3344.7228,6.53274,80.91443,81.75937742967047
3344.8752,3.29908,85.46394,79.03434536792157
3345.0276,6.19997,81.4471,81.6934032284211
3345.18,6.56563,83.75739,83.88151849271107
3345.3324,4.91475,85.10781,82.12282825661413
3345.4848,5.93741,86.55832,84.7072704647434
3345.6372,6.64325,84.17531,84.27361937756285
3345.7896,6.64716,86.70387,85.86418233377627
3345.942,4.72735,83.51855,80.76912158292268
3346.0944,6.36239,81.51498,81.98030084306009
3346.2468,6.33246,81.1267,81.64038050882418
3346.3992,3.99497,79.4196,76.39505005129375
3346.5516,10.23709,76.30686,81.82357392943395
3346.704,17.62321,75.98292,87.01471326025958
3346.8564,37.73867,75.12829,94.68622427143067
3347.0088,169.5483,73.71777,112.93922064419179
3347.1612,98.18838,69.95898,98.53837988719049
3347.3136,51.83209,68.85094,88.6566307342612
3347.466,44.02984,68.0203,85.2718870798356
3347.6184,37.64684,68.04593,83.62130453865542
3347.7708,49.31435,67.78993,86.08412673688719
3347.9232,25.26337,68.22689,79.80614244937992
3348.0756,18.05801,65.59019,71.83559177550777
3348.228,12.44613,69.67597,75.36726608929231
3348.3804,13.222,73.15252,80.69623995167564
3348.5328,14.17224,75.06133,83.6860085751517
3348.6852,13.68042,75.95,84.32488049989327
3348.8376,12.70881,76.46082,84.12582411281517
3348.99,12.86479,76.74001,84.54362623265861
3349.1424,13.35902,76.97977,85.17970495430308
3349.2948,16.47306,75.96268,86.27211339605319
3349.4472,13.80579,74.62857,82.91795043453992
3349.5996,11.68073,72.64173,78.86166423745823
3349.752,10.06709,73.43132,78.44881237402961
3349.9044,9.19266,73.85127,78.1104257431972
3350.0568,9.02633,73.54306,77.58375655678918
3350.2092,11.80478,75.63463,82.49810818874185
3350.3616,13.67301,79.42994,87.8182979546544
3350.514,16.5101,81.22201,91.4749026629617
3350.6664,17.19518,81.9449,92.54722494961118
3350.8188,16.8958,81.9275,92.33285584853223
3350.9712,19.27117,83.12862,94.83238679498174
3351.1236,24.42961,82.12482,96.83867021152342
3351.276,29.85906,82.18877,99.38116246643521
3351.4284,32.7158,82.15159,100.50902188800076
3351.5808,25.41505,76.60919,91.80847860609047
3351.7332,28.88313,77.09242,93.85955563291819
3351.8856,25.93306,77.58702,93.13742015953899
3352.038,30.95665,77.73634,95.4147202696006
3352.1904,23.92727,77.92627,92.56269322213873
3352.3428,23.74689,78.20952,92.77353326569676
3352.4952,14.09064,79.32133,88.03884435206956
3352.6476,15.2114,79.29774,88.84119874140572
3352.8,17.31604,79.31969,90.28591874138033
3352.9524,32.64204,80.89642,99.32177364255271
3353.1048,27.79817,83.89931,99.91878747420739
3353.2572,24.98451,83.43751,98.21245319476292
3353.4096,24.82752,83.42739,98.12639648219748
3353.562,24.28789,83.48231,97.90000015873467
3353.7144,24.50734,83.1349,97.72793597824524
3353.8668,29.22414,83.13591,99.92482142554407
3354.0192,30.46422,82.38714,99.80923463608008
3354.1716,31.57542,81.41827,99.39110181628504
3354.324,31.09235,82.64701,100.29512686686122
3354.4764,27.7595,82.7026,98.9110883742065
3354.6288,25.09432,82.36348,97.37167401515065
3354.7812,22.57574,82.20709,95.95490298131647
3354.9336,18.28836,81.14315,92.56671454377143
3355.086,28.13478,76.68579,93.08308072917791
3355.2384,20.18578,75.74701,88.21816966767922
3355.3908,13.62608,75.61661,83.91572640973665
3355.5432,7.80914,77.94955,80.87437607020365
3355.6956,7.73527,81.48343,83.78591830441718
3355.848,9.62041,78.62377,83.48503339157925
3356.0004,12.78801,80.45912,88.02615416896145
3356.1528,15.45953,81.83819,91.2584527838207
3356.3052,13.96273,81.47048,89.83009560972772
3356.4576,12.60173,80.23068,87.67204983130304
3356.61,10.11827,81.60212,86.5377089726991
3356.7624,9.63423,80.7229,85.32908591120058
3356.9148,11.15368,77.82157,84.19212847601541
3357.0672,12.96311,74.47349,82.10741085607779
3357.2196,14.39082,74.21904,82.8488174335185
3357.372,16.86197,73.42577,83.47690785335226
3357.5244,15.57807,74.36727,83.83349470225086
3357.6768,14.82606,75.03621,84.11750319217487
3357.8292,13.39449,75.48988,83.60036638060659
3357.9816,11.90847,75.91742,82.89218796453173
3358.134,10.58015,75.37107,81.14247317831514
3358.2864,9.46866,74.74129,79.39677177737616
3358.4388,15.74657,75.01119,84.70958622673332
3358.5912,27.71588,75.06462,90.95829606580554
3358.7436,23.52605,75.59656,89.74325830016923
3358.896,20.02115,75.79346,88.1822268409225
3359.0484,23.4571,76.16211,90.37546200021153
3359.2008,20.0356,76.39961,88.88159546988076
3359.3532,13.19009,76.76598,84.82602461275776
3359.5056,17.48491,76.13541,87.10155772726836
3359.658,19.79949,77.33239,89.77270433315219
3359.8104,25.26771,76.41875,91.5223256926009
3359.9628,25.04543,76.31235,91.29746866753827
3360.1152,13.42453,76.3613,84.57766772149077
3360.2676,12.38695,76.37694,83.77784382380895
3360.42,13.19929,76.6611,84.72299797464132
3360.5724,12.06878,78.05812,85.22019055300221
3360.7248,11.7315,77.78572,84.66599401683818
3360.8772,12.44034,77.79215,85.27009328883976
3361.0296,13.11627,77.66359,85.68722707536303
3361.182,17.13345,78.15718,89.0298523569111
3361.3344,22.45806,78.03346,91.94308567998866
3361.4868,18.12417,77.8372,89.3219662454648
3361.6392,21.63777,77.6336,91.09457725885072
3361.7916,11.61848,76.13709,82.88333484074926
3361.944,17.33496,74.59818,85.22155722814539
3362.0964,62.26441,74.35133,99.91436159229524
3362.2488,63.73632,73.35305,98.73993924018875
3362.4012,253.6168,70.32087,112.54083409371007
3362.5536,379.0708,70.34086,118.82233979233355
3362.706,173.3168,69.60404,105.49587356112
3362.8584,150.9414,68.5284,101.30937443856749
3363.0108,139.308,67.8849,98.83816489950576
3363.1632,149.3401,67.67651,99.28634765010695
3363.3156,112.6054,67.20343,94.60792638449544
3363.468,121.5877,67.21532,95.59808045656013
3363.6204,191.6173,67.73711,102.77222597722653
3363.7728,297.3463,68.43047,110.66820134503314
3363.9252,382.7391,69.22395,116.40310468806557
3364.0776,172.4696,69.78454,105.80254487500511
3364.23,87.97343,70.25558,97.67919496580389
3364.3824,46.17645,71.39282,91.69930217871809
3364.5348,71.94312,71.84718,97.89785118211914
3364.6872,73.76379,72.3426,99.03517622565666
3364.8396,71.98075,72.35004,98.73115287857165
3364.992,61.89928,72.15479,96.49583455541018
3365.1444,124.9899,72.41374,106.26934157128368
3365.2968,100.8166,71.22335,101.22427731565416
3365.4492,116.8915,70.41078,101.69985738883327
3365.6016,151.966,69.43292,103.3166181540113
3365.754,146.5847,69.20963,102.36081818915007
3365.9064,134.4697,68.50487,99.71963119763727
3366.0588,121.2286,69.06664,99.52801463313864
3366.2112,73.76027,67.82611,90.7831789709835
3366.3636,60.73917,68.32677,89.49608376068838
3366.516,45.23649,71.9923,92.40337699683901
3366.6684,43.7984,72.48619,92.77546106378138
3366.8208,57.57766,72.68809,96.43024523838015
3366.9732,72.62028,73.12018,100.07285602239772
3367.1256,79.71237,72.72772,100.6726922426357
3367.278,97.15188,72.42304,102.81226237348068
3367.4304,159.9078,72.01482,109.07136461604625
3367.5828,212.1781,68.25069,105.3720501635095
3367.7352,252.4813,66.58015,103.76101178287642
3367.8876,262.0777,67.36458,106.25103418839139
3368.04,197.0584,67.42298,102.41867711597216
3368.1924,162.9658,69.34852,104.10277864785859
3368.3448,102.655,68.60356,96.43046154040911
3368.4972,89.16341,70.70159,98.66926494877016
3368.6496,140.3671,71.87812,106.95468567322722
3368.802,62.11644,72.6998,97.40427106369408
3368.9544,43.47226,73.66169,94.4097303322899
3369.1068,26.07736,73.79275,88.62930263181715
3369.2592,29.77596,73.99886,90.4049051670431
3369.4116,35.61739,73.6341,91.98871226175356
3369.564,36.08736,71.622,89.1963383244952
3369.7164,30.84239,71.30577,86.94743304979944
3369.8688,25.52385,70.69278,83.95810042583153
3370.0212,23.08629,69.57877,81.15989330589998
3370.1736,21.21212,69.31557,79.88289469662479
3370.326,20.23568,69.05281,78.99066078192462
3370.4784,21.62225,69.79816,80.84602864609143
3370.6308,22.66057,70.32885,82.15431304774113
3370.7832,28.93948,71.26382,86.18383940461408
3370.9356,29.07129,71.79345,87.03058386964051
3371.088,20.05593,71.50492,82.65409651065954
3371.2404,19.3713,72.80547,84.10106194237636
3371.3928,20.96068,73.91927,86.39722490268994
3371.5452,19.98355,73.78699,85.71628539063576
3371.6976,18.14272,73.73844,84.63394666465572
3371.85,16.79607,73.56903,83.61904911350543
3372.0024,18.18121,73.68317,84.58584423789276
3372.1548,29.16729,73.93064,90.07758580083113
3372.3072,34.48342,75.69546,94.31767448124464
3372.4596,53.68269,76.20488,100.50777840225497
3372.612,49.0631,76.24587,99.39631920301059
3372.7644,51.63653,74.59261,97.8537615526653
3372.9168,45.26662,75.36878,97.24266918209173
3373.0692,22.55639,77.59861,91.53186732431843
3373.2216,20.434,76.49459,89.20629916980032
3373.374,11.09996,75.38576,81.62206858423122
3373.5264,9.41971,74.34328,78.90032641508522
3373.6788,12.4772,72.83641,79.73619975939533
3373.8312,16.9479,71.4453,80.86596925760269
3373.9836,18.08152,71.28114,81.27948723382289
3374.136,11.83064,71.36554,77.30360155752209
3374.2884,9.75021,71.77766,76.09148183387477
3374.4408,12.30816,70.76417,76.83839828364889
3374.5932,18.42731,70.1934,79.86139730891361
3374.7456,19.0557,69.70273,79.43594299714455
3374.898,17.84173,69.02586,77.72428841160001
3375.0504,12.45323,69.04714,74.42326433503881
3375.2028,10.10172,69.10493,72.67736162376671
3375.3552,7.53112,70.02856,71.54305515809145
3375.5076,9.15286,69.88238,72.96518186000104
3375.66,12.42419,69.64439,75.30432783034402
3375.8124,16.5649,69.71511,78.09329243842835
3375.9648,23.72474,69.52061,81.34388929436872
3376.1172,27.9762,68.31144,80.9889835319484
3376.2696,32.84137,69.89433,85.38464112408819
3376.422,34.55738,69.09709,84.58374329311305
3376.5744,41.95301,69.68572,87.7441336115961
3376.7268,54.71428,69.34724,90.19441197988756
3376.8792,90.36058,69.49117,96.57635652012921
3377.0316,99.2898,70.70912,100.0880150187542
3377.184,86.3653,71.44402,99.57312601397904
3377.3364,77.19183,71.57893,98.34949049852435
3377.4888,54.51022,69.86604,91.08215490644238
3377.6412,41.17237,69.9249,87.94265238830758
3377.7936,26.69748,68.43885,80.73335813762044
3377.946,30.82308,69.45423,83.96655656068965
3378.0984,35.30094,69.2412,85.06399273715486
3378.2508,29.01304,69.03031,82.60956315005974
3378.4032,20.05389,69.48327,79.59398586223068
3378.5556,10.23671,69.66039,73.60950471744312
3378.708,9.37683,69.80746,73.06487635188815
3378.8604,10.37997,69.53256,73.54387126466506
3379.0128,14.49397,69.97891,77.22409791947597
3379.1652,11.8919,69.88695,75.26661720804275
3379.3176,9.77754,69.98589,73.67918441699182
3379.47,9.85863,69.45039,72.97839060546181
3379.6224,9.82758,70.33467,74.21537857279313
3379.7748,9.86915,71.98154,76.46407289083149
3379.9272,11.55685,72.01589,77.95382533420258
3380.0796,13.6199,73.14286,80.97401312885174
3380.232,12.54508,73.34814,80.42983413394063
3380.3844,8.97974,74.51101,78.64977453005046
3380.5368,7.70945,77.75225,80.57182940047944
3380.6892,7.97848,78.48829,81.56791834878243
3380.8416,8.58192,78.54224,82.3062132890736
3380.994,8.39811,78.09625,81.69074632357793
3381.1464,8.46824,78.76172,82.37756700516198
3381.2988,9.89969,78.14002,83.31492829748302
3381.4512,11.2097,77.87951,84.29872432161578
3381.6036,11.65387,78.1125,84.91650397370647
3381.756,11.72047,79.88336,86.60892933323741
3381.9084,12.89431,77.98491,85.82914397265385
3382.0608,15.01795,77.42731,86.86551707445811
3382.2132,12.12152,76.58524,83.77937925693742
3382.3656,8.91525,76.22972,80.42880530960892
3382.518,7.78724,77.12607,80.06861576775766
3382.6704,7.73503,75.41761,78.28321066461356
3382.8228,8.17814,74.30808,77.57597347147268
3382.9752,8.40204,74.62924,78.17644296362585
3383.1276,8.42491,75.03518,78.64574764790379
3383.28,7.92546,74.47261,77.47948460460705
3383.4324,7.52013,75.63185,78.25530968850356
3383.5848,7.12968,76.00956,78.16871509816922
3383.7372,7.69717,79.29972,81.94949358487762
3383.8896,5.75955,82.74275,81.97450236073249
3384.042,6.03282,83.90102,83.19150394328214
3384.1944,6.68183,83.86115,84.11716360074371
3384.3468,7.55767,81.79887,83.80590796077999
3384.4992,9.45316,82.145,86.27153092011173
3384.6516,9.16109,81.53641,85.48265258291651
3384.804,7.30197,80.28621,82.28613986336151
3384.9564,6.81111,79.12163,80.66738224018358
3385.1088,6.91565,78.71826,80.45453833033396
3385.2612,6.63458,78.0082,79.44669097740055
3385.4136,6.34925,76.79092,77.92288569182263
3385.566,6.43944,77.56249,78.77380717901093
3385.7184,6.5743,78.45442,79.76566644296817
3385.8708,6.61216,79.1626,80.43433436849256
3386.0232,6.19853,79.29793,79.97134451030122
3386.1756,6.27973,81.24578,81.65598601540769
3386.328,5.58903,83.59972,82.294299833332
3386.4804,4.75811,84.87418,81.69549632530396
3386.6328,5.03334,83.16102,81.07081204309242
3386.7852,5.44769,82.2761,81.1465018689627
3386.9376,5.89595,80.43821,80.46027831283706
3387.09,6.12058,80.78075,81.06384773309529
3387.2424,6.11198,80.01436,80.4398849869567
3387.3948,5.81475,78.8877,79.06096759643636
3387.5472,5.71718,73.70613,73.85393980225064
3387.6996,10.32374,70.36076,74.68424700182253
3387.852,12.64775,70.73262,77.0457596947308
3388.0044,7.93752,71.57106,74.03093618970493
3388.1568,4.98892,75.69434,74.83954639061409
3388.3092,5.60524,79.81761,79.51790197152752
3388.4616,5.48682,83.94088,82.35594832036188
3388.614,5.46959,88.06416,84.79105861339697
3388.7664,4.85266,92.18743,85.69444060715632
3388.9188,4.19462,92.31228,84.44388309920616
3389.0712,3.71243,93.74045,83.97712821361878
3389.2236,4.25528,77.1041,74.91595024376356
