DEPTH,A,B,C_predicted
4150.9188,0.53006,66.6405,53.3485903916632
4151.0712,0.43566,67.37217,53.84995865537685
4151.2236,0.68088,68.10942,55.85940814658013
4151.376,0.63711,68.65879,56.33679196991567
4151.5284,0.62295,69.4399,57.187512627848655
4151.6808,0.85755,68.73597,57.34044170730287
4151.8332,1.52363,68.69918,59.57347561312718
4151.9856,1.94594,68.69079,60.75000677036164
4152.138,2.7805,68.67729,62.70035804102658
4152.2904,3.24787,68.69537,63.667913930327146
4152.4428,5.35933,65.32967,61.88046982591088
4152.5952,5.08788,64.63378,60.36321482768083
4152.7476,3.59136,64.86013,58.58518445618303
4152.9,1.51595,64.69145,53.992413303382015
4153.0524,1.20802,64.65921,53.05400536588004
4153.2048,2.45425,65.00223,56.710942375077735
4153.3572,2.90247,65.85006,58.922784406159835
4153.5096,1.63385,66.64172,57.16296126388958
4153.662,1.06622,66.65741,55.444794700261205
4153.8144,0.77798,66.78543,54.566165232775056
4153.9668,0.74915,67.36178,55.201721322818166
4154.1192,0.88548,67.23736,55.568789193819036
4154.2716,1.05868,67.45181,56.47347030846274
4154.424,1.55802,67.6417,58.309333885665346
4154.5764,1.36866,68.51038,58.857929249763004
4154.7288,1.01861,69.468,58.826487317091555
4154.8812,0.60435,70.03457,57.774670382312095
4155.0336,0.57757,70.09629,57.71986594166851
4155.186,0.6307,70.40782,58.30591602270303
4155.3384,0.75566,71.05424,59.556412225146246
4155.4908,0.66265,71.49822,59.61245323710267
4155.6432,0.56217,71.58283,59.230137978884756
4155.7956,0.54262,71.64556,59.19979633658275
4155.948,0.52744,71.00115,58.458278481355315
4156.1004,0.52248,69.20929,56.46253499221703
4156.2528,0.57508,68.98733,56.448324049962
4156.4052,0.60038,68.35375,55.80953713257341
4156.5576,0.59973,68.41821,55.884333910053044
4156.71,0.6462,67.67785,55.17730319936318
4156.8624,0.89894,67.76271,56.29449929494322
4157.0148,1.24358,67.79014,57.53638537751697
4157.1672,1.13501,67.95495,57.38569178169412
4157.3196,1.15818,67.51625,56.897728327564
4157.472,1.52033,66.70365,56.92878029805693
4157.6244,1.68928,67.32663,58.258713135265616
4157.7768,1.6011,68.02587,58.93945070195536
4157.9292,1.41831,68.03718,58.409389059766966
4158.0816,1.42303,68.24563,58.69185879192074
4158.234,1.23074,68.89297,58.88369334656457
4158.3864,0.90779,70.50554,59.587465244604616
4158.5388,0.70972,70.88225,59.17247212795112
4158.6912,0.56457,71.63449,59.29456391938831
4158.8436,0.51751,73.19985,60.599199369420745
4158.996,0.49898,73.52581,60.80891834814693
4159.1484,0.69981,72.65807,60.95230275409612
4159.3008,0.65262,71.7726,59.849283715004916
4159.4532,0.71,72.00172,60.34293161220289
4159.6056,0.82974,69.59605,58.245308765807124
4159.758,1.22964,65.7232,54.67858392045591
4159.9104,1.98143,65.69839,56.70471263374223
4160.0628,3.27235,65.41136,58.92635496697411
4160.2152,4.80483,65.66989,61.71328732288596
4160.3676,4.99465,66.13057,62.71011166413305
4160.52,3.32075,66.215,60.255720369380775
4160.6724,2.06014,66.68518,58.329497795463126
4160.8248,1.39883,67.96501,58.255963847297785
4160.9772,0.99835,67.60339,56.45627237973959
4161.1296,1.11864,68.2937,57.75799178473273
4161.282,1.5176,68.59225,59.420556658697016
4161.4344,1.10051,68.69171,58.188773956164326
4161.5868,1.04993,68.65129,57.95916453556648
4161.7392,1.5766,68.23009,59.13315831313813
4161.8916,2.78106,67.57721,61.20354634028954
4162.044,4.9186,67.24415,64.32921194542146
4162.1964,8.53265,66.65494,67.4526271803064
4162.3488,12.58398,65.88883,69.27642274133582
4162.5012,11.70869,65.64685,68.24835470110155
4162.6536,8.6706,65.28801,65.2477869663822
4162.806,6.96919,65.08815,63.291302006172366
4162.9584,6.27191,64.51296,61.54945200601488
4163.1108,6.0574,64.50001,61.28955674353414
4163.2632,5.96689,63.77663,59.90023682951088
4163.4156,5.60192,62.6086,57.33167502755272
4163.568,5.01427,62.90109,57.191108000339106
4163.7204,5.56536,62.56718,57.21225374068587
4163.8728,7.99212,62.4733,59.396870912376926
4164.0252,9.27597,62.25266,59.98446577253552
4164.1776,12.02928,62.06271,61.459165134899344
4164.33,11.58177,61.80878,60.642981813086934
4164.4824,17.30639,61.7804,63.61068070321681
4164.6348,35.07517,61.62736,69.13953830775026
4164.7872,41.78601,61.22191,69.67790261720441
4164.9396,47.40902,61.36374,71.18865772057838
4165.092,49.66393,61.5397,72.073871020954
4165.2444,47.32527,62.33248,73.62899259484863
4165.3968,41.97354,62.27469,72.35800978322081
4165.5492,36.73788,63.03803,72.94116477766894
4165.7016,32.66575,65.42489,77.04843944468016
4165.854,27.81091,64.64436,73.88804242037578
4166.0064,22.40085,64.62382,71.86223832157569
4166.1588,19.8395,64.59206,70.71849662100331
4166.3112,19.17612,64.77628,70.78753527394625
4166.4636,17.83068,64.71727,70.03699898890177
4166.616,14.85216,64.70736,68.46455471027474
4166.7684,10.58808,64.66868,65.6622320148114
4166.9208,11.04276,63.27246,63.30303369529054
4167.0732,15.70953,62.66045,64.76969354386486
4167.2256,25.39795,63.42153,70.44648482113438
4167.378,52.18467,63.58277,77.62449034021324
4167.5304,45.75377,64.22864,77.80548517252699
4167.6828,24.41149,65.1966,73.80483461786335
4167.8352,11.24756,64.84693,66.46697835177552
4167.9876,5.39201,64.83779,61.092598389589064
4168.14,2.98777,65.60945,58.71604047423586
4168.2924,1.86757,66.13992,57.06898208393918
4168.4448,1.73665,68.20235,59.553178710015544
4168.5972,1.80682,68.95021,60.704796355260356
4168.7496,2.10507,69.0628,61.63558905056656
4168.902,1.78352,69.60809,61.45431939086926
4169.0544,1.36499,72.48833,63.39054548566901
4169.2068,0.94227,73.41282,62.73229817931072
4169.3592,0.91667,72.50372,61.733982772461694
4169.5116,0.92683,74.73522,63.8970969984991
4169.664,0.94334,75.1884,64.36925099873564
4169.8164,0.89498,74.45014,63.50458963999205
4169.9688,0.78915,72.52518,61.21801324886896
4170.1212,0.66737,68.9653,56.83138210935434
4170.2736,0.62593,66.38453,53.422683086080966
4170.426,0.84516,65.25067,52.71235075786269
4170.5784,1.29526,64.66109,53.319108238703464
4170.7308,1.28912,63.89196,52.121467400709136
4170.8832,1.15771,63.93848,51.802839203317035
4171.0356,1.33162,64.00614,52.42181257192432
4171.188,1.89163,64.47968,54.62935002996411
4171.3404,3.71668,65.5758,59.94031682345858
4171.4928,7.43408,66.40132,65.97961619534884
4171.6452,11.45619,66.77345,70.03306257144136
4171.7976,12.3873,67.35665,71.67572380856228
4171.95,9.63408,67.70282,70.12116052456516
4172.1024,9.48868,67.50381,69.67922975486843
4172.2548,10.69335,66.38306,68.79863789872553
4172.4072,12.49701,66.1192,69.62805265763689
4172.5596,11.07922,66.10512,68.6076037056849
4172.712,10.80295,65.64078,67.58598397745331
4172.8644,13.33832,65.30261,68.69413424155725
4173.0168,14.36874,65.09187,68.92121271977463
4173.1692,14.32379,64.78317,68.30855347244646
4173.3216,18.71228,64.6148,70.25249674832813
4173.474,27.70675,64.54567,73.64625099677349
4173.6264,29.93723,63.90452,72.9925019756114
4173.7788,36.13956,63.35606,73.52245627854418
4173.9312,40.01246,62.91715,73.45809626453925
4174.0836,46.25962,62.88152,74.75616932412257
4174.236,55.09294,62.84409,76.37237048555005
4174.3884,51.89237,62.79118,75.65229530469034
4174.5408,43.28364,62.70263,73.68806079555353
4174.6932,33.13391,62.59665,70.96073141269179
4174.8456,23.72519,62.60927,68.05308766603389
4174.998,20.17561,62.47973,66.40272804991683
4175.1504,22.31199,62.89859,68.17237048705064
4175.3028,15.88005,63.29224,66.18420629774678
4175.4552,12.19806,63.27581,64.06691528911017
4175.6076,12.75816,63.73886,65.3398145830592
4175.76,12.36945,63.72048,65.06075494679898
4175.9124,9.00724,63.69741,62.61859344344817
4176.0648,7.88799,63.66083,61.59655403840505
4176.2172,11.58473,63.77516,64.65873965884589
4176.3696,20.91365,63.43098,68.77243744277457
4176.522,19.6245,62.4623,66.13605283945597
4176.6744,23.57674,62.30776,67.31812444415766
4176.8268,25.3545,62.25622,67.81761730060778
4176.9792,27.6341,62.26079,68.56901873578768
4177.1316,28.66282,62.57581,69.6178507278431
4177.284,27.56342,62.32502,68.69593081252737
4177.4364,26.46787,62.50153,68.7504649430959
4177.5888,25.72573,62.6741,68.89641419458445
4177.7412,25.58946,62.5663,68.60592381088414
4177.8936,26.23126,62.59601,68.8881707914732
4178.046,27.09673,62.7692,69.56543539313206
4178.1984,30.16662,62.75396,70.48227207789515
4178.3508,33.03395,62.4545,70.59915407249376
4178.5032,36.9893,62.42956,71.56644266880222
4178.6556,37.51672,62.39366,71.61003875930223
4178.808,35.01276,62.39472,70.98279932012514
4178.9604,30.83175,62.35751,69.75487339286785
4179.1128,27.75144,62.59184,69.37050797228558
4179.2652,25.85127,62.93294,69.5215596872707
4179.4176,43.44335,62.92904,74.26741156226474
4179.57,20.8783,62.7625,67.31133610344854
4179.7224,14.75995,63.02054,65.03344995299467
4179.8748,11.04654,62.93538,62.6309016120096
4180.0272,8.17028,63.32683,61.21191215388914
4180.1796,7.12028,63.17443,59.969525785099535
4180.332,7.23273,63.2239,60.169998718228555
4180.4844,11.66801,63.18056,63.53603459980968
4180.6368,12.35973,62.99716,63.603821004058496
4180.7892,13.14174,62.78133,63.630306813929586
4180.9416,13.08778,62.8066,63.65103545618834
4181.094,17.59098,62.78499,65.94462964945036
4181.2464,27.2717,62.7275,69.52726215068269
4181.3988,32.70413,62.76106,71.22632280561015
4181.5512,33.81631,62.432,70.75687307560337
4181.7036,32.11337,62.46208,70.36332476977309
4181.856,24.93689,62.58742,68.43097504931521
4182.0084,22.58288,61.35703,64.76004518329559
4182.1608,22.57535,61.62611,65.38782725455698
4182.3132,23.84221,62.18819,67.13969854166056
4182.4656,29.06713,62.21459,68.9010191014984
4182.618,27.20885,62.24117,68.38918784698842
4182.7704,21.96266,62.03268,66.09898241120491
4182.9228,18.66932,62.19743,65.14339521172423
4183.0752,18.69723,62.15268,65.0559784172721
4183.2276,19.474,62.52993,66.22185070804507
4183.38,21.8036,62.99783,68.1935530705684
4183.5324,20.3082,63.14886,67.91808462099162
4183.6848,17.06966,63.04377,66.25123824981563
4183.8372,16.47556,63.094,66.06895512085157
4183.9896,17.19055,62.44294,65.01954496890322
4184.142,19.00531,62.60025,66.17600799290622
4184.2944,20.6524,62.39731,66.4127151535803
4184.4468,22.76567,63.01234,68.59474930330983
4184.5992,24.07301,63.71728,70.61123708949813
4184.7516,23.8626,64.16406,71.47989875078889
4184.904,22.18566,63.92354,70.32770714421052
4185.0564,20.11499,64.4196,70.49137071410983
4185.2088,19.55697,64.52497,70.45784311525973
4185.3612,20.89932,64.07695,70.12394519201185
4185.5136,17.95051,64.12699,68.91436949238556
4185.666,13.88069,63.33131,65.1869172012349
4185.8184,14.80951,62.98357,64.98301713331088
4185.9708,15.44626,63.26904,65.91225756283583
4186.1232,9.56167,63.29608,62.28138969444397
4186.2756,6.84454,62.74561,58.8854231334377
4186.428,6.87954,62.46148,58.36890443936217
4186.5804,8.16348,61.75998,58.10286893348758
4186.7328,12.98867,61.85992,61.593877101212215
4186.8852,8.80046,62.68575,60.48568525747551
4187.0376,5.82984,63.19068,58.67552348669997
4187.19,4.60396,64.95745,60.26680465448749
4187.3424,3.2844,65.62237,59.27854948152885
4187.4948,2.58462,66.8117,59.70385641821065
4187.6472,3.88987,67.67386,63.3943807094157
4187.7996,7.14622,71.43936,72.9820116642526
4187.952,7.86046,70.17249,72.09254799576213
4188.1044,10.12765,70.43419,74.61805691280925
4188.2568,13.58465,70.31751,77.11577773204714
4188.4092,17.68822,70.95573,80.58929991794265
4188.5616,21.83709,69.38979,80.29310398691608
4188.714,24.53612,67.05472,77.42059561658843
4188.8664,22.36236,66.48548,75.47741342510005
4189.0188,19.99251,65.72613,73.00760905760204
4189.1712,24.51391,65.09854,73.64654357266038
4189.3236,11.20703,63.75977,64.37361569469672
4189.476,6.51686,63.76102,60.46155944380847
4189.6284,4.53608,64.08402,58.68956745250119
4189.7808,3.14042,64.35907,56.99755212491143
4189.9332,3.01962,64.84138,57.564711777870095
4190.0856,4.3382,64.78097,59.59811444512934
4190.238,7.72943,64.88396,63.680903519374425
4190.3904,8.15957,65.33745,64.87748231048965
4190.5428,7.22605,66.69643,66.24637315388205
4190.6952,8.77624,67.52551,69.08194826603346
4190.8476,11.69857,67.66526,71.69204176116139
4191.0,19.8764,67.65042,76.45903325881918
4191.1524,25.99135,66.73398,77.38629665846423
4191.3048,30.02543,66.3524,78.07489483097
4191.4572,30.70244,65.54876,76.69553686718605
4191.6096,24.68906,65.03024,73.57452981793413
4191.762,21.07611,64.27723,70.61087643101287
4191.9144,18.13657,63.73581,68.20106949904739
4192.0668,16.70295,62.94352,65.86246699763242
4192.2192,18.02204,62.09005,64.62178638821166
4192.3716,17.73428,60.96887,61.948131826926456
4192.524,13.6402,61.15111,60.39952576425498
4192.6764,13.69903,60.73954,59.503301575694664
4192.8288,16.93806,60.8735,61.37758833536648
4192.9812,16.2462,61.79991,63.16144595318566
4193.1336,13.0735,62.01272,61.97074460194834
4193.286,11.83816,62.15652,61.539145643450965
4193.4384,11.28692,62.09331,61.05720256125445
4193.5908,11.34109,62.34129,61.60978343383483
4193.7432,12.79233,62.6855,63.22533704706276
4193.8956,15.01963,62.64792,64.3886015475603
4194.048,17.54317,61.74879,63.64638199985827
4194.2004,17.72689,62.13964,64.59994144263665
4194.3528,17.26071,62.38143,64.9181873987735
4194.5052,10.52773,61.22542,58.71460578597975
4194.6576,11.94227,61.11612,59.36290935516616
4194.81,28.11466,64.23163,73.1171584414304
4194.9624,15.98493,66.5721,72.55704479475648
4195.1148,8.53763,66.3307,66.91899216558063
4195.2672,4.77059,65.49097,61.37568238713628
4195.4196,4.60025,67.79295,64.68283228249012
4195.572,5.26797,68.05239,66.00789807488677
4195.7244,6.18817,68.08132,67.2262971314052
4195.8768,7.31651,68.71655,69.44799278382295
4196.0292,7.41856,67.95165,68.41465236940125
4196.1816,7.68385,67.47358,67.9502817264708
4196.334,7.31633,66.84858,66.58464849559451
4196.4864,7.1388,66.50181,65.84032358852356
4196.6388,6.54092,65.73814,63.94325775364325
4196.7912,4.86721,65.65709,61.77745456840383
4196.9436,8.31121,65.60771,65.48476520315755
4197.096,19.94475,65.17575,71.9227714208806
4197.2484,19.63152,64.14906,69.72794973985536
4197.4008,19.88431,65.44181,72.41281085811585
4197.5532,17.5181,65.5313,71.45555615833155
4197.7056,19.64734,65.53627,72.48681660460824
4197.858,23.39043,65.54032,74.08988014979023
4198.0104,27.77654,65.54069,75.7119094884109
4198.1628,30.19062,65.72119,76.87984323956019
4198.3152,31.54383,65.84527,77.55930060038945
4198.4676,30.08862,66.40854,78.20500263767673
4198.62,28.46733,66.51769,77.86793897896806
4198.7724,26.83739,66.55195,77.35482996465812
4198.9248,27.35349,66.12901,76.72627471096568
4199.0772,28.529,65.5712,76.02977697745801
4199.2296,30.39237,64.94678,75.35895179781217
4199.382,29.39288,64.8544,74.84766037731113
4199.5344,29.28795,63.77794,72.51337781360337
4199.6868,31.20584,63.00655,71.36669487627375
4199.8392,30.64421,63.12112,71.46276631959927
4199.9916,26.2128,63.06178,69.93155386711011
4200.144,25.54161,63.2268,70.0687435420622
4200.2964,24.78962,63.75182,70.94627418912933
4200.4488,23.8011,63.66745,70.40387325422901
4200.6012,23.13754,63.99529,70.8498700559052
4200.7536,22.02377,64.10993,70.65288064386748
4200.906,21.98487,64.12416,70.66686638102459
4201.0584,21.78615,63.98276,70.29209882438352
4201.2108,22.76159,64.39446,71.53550937951087
4201.3632,23.9405,64.12285,71.42262471570808
4201.5156,26.38692,64.07161,72.19354396898456
4201.668,30.66805,64.58803,74.69021899516102
4201.8204,34.06155,64.17838,74.80518869130188
4201.9728,40.20332,63.97542,75.95267586478427
4202.1252,37.93149,63.99462,75.43128900423592
4202.2776,27.35933,64.14382,72.67865295403335
4202.43,20.8409,63.89903,69.72970803611341
4202.5824,10.42997,63.70366,63.718369177124956
4202.7348,10.3739,63.49399,63.27033842690356
4202.8872,11.28915,62.91578,62.75348484401136
4203.0396,9.24553,62.73991,60.94244336911744
4203.192,7.92652,62.42843,59.25175122084173
4203.3444,7.10454,62.41792,58.49618237856461
4203.4968,6.7248,62.22334,57.75427306883433
4203.6492,6.6615,62.69885,58.61647214184956
4203.8016,6.93253,65.6823,64.26852663232076
4203.954,7.52075,66.57414,66.34960237962125
4204.1064,5.01878,66.79707,63.786501621437445
4204.2588,7.37412,67.2429,67.27098781585858
4204.4112,13.59422,67.17795,72.18223095650713
4204.5636,21.37438,67.52878,76.94014868193403
4204.716,21.32959,65.64164,73.4359448120748
4204.8684,17.57574,64.98824,70.44251860726197
4205.0208,13.23037,64.71846,67.53139053889565
4205.1732,12.36487,64.40177,66.38166138497003
4205.3256,10.71322,63.14679,62.82618466637201
4205.478,9.82071,62.12211,60.118843910107266
4205.6304,10.70597,62.14756,60.7877398411789
4205.7828,10.94093,61.67345,59.945883558274204
4205.9352,11.44836,61.66616,60.25483464671626
4206.0876,12.39257,61.26459,59.9544315496253
4206.24,13.30027,61.57856,61.15875960431735
4206.3924,18.27482,61.60419,63.64091426232298
4206.5448,14.05683,61.43189,61.24611071488186
4206.6972,11.40315,61.20799,59.23671772698635
4206.8496,9.26019,61.04196,57.44345900094197
4207.002,8.03735,61.48645,57.43618185035503
4207.1544,8.0169,62.48098,59.43323044887963
4207.3068,9.48825,63.46811,62.559172235733726
4207.4592,13.74631,63.71033,65.87450409642985
4207.6116,13.50709,64.12834,66.56081748078505
4207.764,12.95777,65.0161,67.92225298846658
4207.9164,14.5793,65.24262,69.32725242983247
4208.0688,18.37305,65.26463,71.36618524920817
4208.2212,22.85868,65.77785,74.33877876306545
4208.3736,28.96734,65.79605,76.62696174819158
4208.526,30.96393,65.67836,77.04077986389694
4208.6784,26.80552,65.50823,75.30738604337347
4208.8308,25.38258,65.90821,75.57788925241448
4208.9832,25.03565,65.58427,74.8121784014588
4209.1356,22.4269,65.39283,73.4115898813973
4209.288,23.48484,65.53666,74.12013669401418
4209.4404,25.54917,65.21918,74.27458010270838
4209.5928,29.59017,65.30553,75.84291109639639
4209.7452,23.5103,65.63005,74.31320442864795
4209.8976,20.24555,65.39792,72.490060885844
4210.05,19.76794,65.75581,72.96166604672352
4210.2024,20.63073,66.03858,73.88753974875777
4210.3548,20.6034,66.00404,73.81013360117596
4210.5072,21.91946,66.08244,74.53155496905612
4210.6596,15.37716,66.63824,72.33073543972425
4210.812,7.46332,68.15358,68.76761889749544
4210.9644,3.64288,67.81748,63.17856728698413
4211.1168,3.15375,68.42903,63.12602194340409
4211.2692,2.69917,69.75814,63.91726838577983
4211.4216,1.84986,70.10086,62.233676518591935
4211.574,1.63073,70.04328,61.53382485252278
4211.7264,1.70988,69.79637,61.47187869405389
4211.8788,2.04851,69.38836,61.899660576492046
4212.0312,1.85841,68.61941,60.425208498128406
4212.1836,2.01385,68.46942,60.6406356641037
4212.336,2.07857,67.74354,59.84165880090731
4212.4884,2.96627,65.94052,59.18326900649148
4212.6408,5.71779,65.47192,62.5567915036711
4212.7932,8.39297,65.47464,65.32823933817187
4212.9456,9.61625,65.33626,66.12655221262823
4213.098,7.90173,65.93367,65.66001125368354
4213.2504,8.21571,65.80425,65.73465950347699
4213.4028,10.95696,66.31692,68.8840282974688
4213.5552,18.30651,66.29107,73.2660126885433
4213.7076,20.42706,66.75086,75.1159642883188
4213.86,23.28141,68.34966,79.20207463110589
4214.0124,22.52341,68.39931,78.95894740174282
4214.1648,23.4248,68.57238,79.64288267511272
4214.3172,24.11829,68.55513,79.90569341257459
4214.4696,24.58218,68.5608,80.10691510050164
4214.622,24.66203,68.48457,80.00914690401088
4214.7744,24.1908,68.41647,79.69870926022091
4214.9268,24.05978,68.34058,79.51398481650277
4215.0792,25.52849,68.10223,79.69310387361399
4215.2316,28.93078,68.01636,80.8094159430712
4215.384,27.31591,68.28492,80.6982858274695
4215.5364,27.9931,68.26389,80.9115385393276
4215.6888,26.91114,68.28108,80.53951384449815
4215.8412,26.42397,68.38249,80.53068521700531
4215.9936,27.12944,68.26167,80.58771233929146
4216.146,27.61337,68.33019,80.88824959098874
4216.2984,27.20518,68.33409,80.74295537631983
4216.4508,27.68228,68.37743,80.99644777648692
4216.6032,28.47086,68.04203,80.69138642558534
4216.7556,25.99673,67.26741,78.37774318057873
4216.908,24.7741,67.49634,78.31807869223582
4217.0604,26.84865,67.52701,79.17157561375693
4217.2128,28.65628,67.05509,78.95278411672878
4217.3652,29.76898,67.37196,79.9267326258063
4217.5176,32.32659,67.27628,80.58873692913409
4217.67,34.56325,66.98904,80.73008364473718
4217.8224,32.70287,66.81408,79.82686639558808
4217.9748,29.91446,66.7444,78.79457609855082
4218.1272,30.61126,66.7373,79.01163072800739
4218.2796,30.80372,66.37258,78.36844132391607
4218.432,31.90257,66.03867,78.05819577517032
4218.5844,30.21865,65.31849,76.07198552528172
4218.7368,28.77234,64.59687,74.10673626494386
4218.8892,26.01995,64.52314,73.01749204123325
4219.0416,23.74029,63.24981,69.47761539932961
4219.194,26.67801,62.27317,68.29332594062953
4219.3464,27.01308,60.97204,65.29998096418144
4219.4988,46.36683,61.1096,70.32513943813898
4219.6512,31.06645,61.27315,67.21305446624744
4219.8036,21.64005,61.85578,65.57245754562648
4219.956,14.63596,61.7943,62.3482960632747
4220.1084,13.51418,62.2145,62.65176321064405
4220.2608,18.58908,63.78105,68.50295335316268
4220.4132,15.75737,63.78156,67.12409728631185
4220.5656,12.4552,64.24218,66.1330868481748
4220.718,12.63104,63.75553,65.29400682895525
4220.8704,13.05817,64.08926,66.21315873142956
4221.0228,14.49256,64.35145,67.57047981089718
4221.1752,14.86373,63.69192,66.46619866767016
4221.3276,12.9741,61.73806,61.322284586960684
4221.48,11.96842,60.80842,58.696553389760666
4221.6324,11.91515,60.86457,58.790213878019166
4221.7848,13.31645,60.76154,59.34946909690013
4221.9372,13.35067,60.58625,58.969568952974775
4222.0896,13.7953,61.42013,61.080709683495016
4222.242,14.1232,61.85133,62.202789888656795
4222.3944,14.74183,62.28695,63.47278647847224
4222.5468,15.4483,62.29192,63.847236569246085
4222.6992,17.8779,62.62534,65.73161910482288
4222.8516,19.92579,63.38279,68.25719292417057
4223.004,22.01414,63.80857,70.01756995405763
4223.1564,24.99065,63.81768,71.15972844160834
4223.3088,23.24666,63.05346,68.86513495348117
4223.4612,22.67155,63.16511,68.89330553643879
4223.6136,22.86998,62.83812,68.24979224800987
4223.766,22.52215,62.03884,66.32138338893358
4223.9184,24.01163,61.63029,65.90528139478198
4224.0708,25.46212,61.77924,66.74437238113828
4224.2232,19.20671,61.58895,63.9992867482136
4224.3756,16.70168,61.68811,63.12665653900004
4224.528,15.66838,61.32043,61.81107045237286
4224.6804,14.79816,61.3061,61.34904922840362
4224.8328,13.46552,61.78918,61.70946684296731
4224.9852,14.42427,61.60477,61.82132967138364
4225.1376,15.40159,61.9007,62.97162253395872
4225.29,15.04953,61.73989,62.44062735370201
4225.4424,14.88157,61.77705,62.43696077256472
4225.5948,14.36043,61.31207,61.1385079132989
4225.7472,17.0191,60.98999,61.68344105172858
4225.8996,24.44218,60.06185,62.239306046809226
4226.052,24.0965,60.05267,62.105010784109325
4226.2044,22.23088,60.02881,61.42163848801925
4226.3568,20.97902,60.02935,60.980014660453996
4226.5092,19.51065,60.06447,60.517712903772384
4226.6616,18.30612,60.04904,60.00436055623546
4226.814,20.0557,60.03819,60.660881125880486
4226.9664,23.05537,59.97351,61.564203722000656
4227.1188,26.67993,60.14731,63.14641277773936
4227.2712,29.07046,59.94157,63.30735592244463
4227.4236,26.80809,59.49726,61.51830937913692
4227.576,25.08708,59.61803,61.31609115302651
4227.7284,33.58197,59.72855,63.917483908329196
4227.8808,31.44225,59.58648,63.00987682963333
4228.0332,22.21713,59.93215,61.1763971088885
4228.1856,15.31925,60.17343,58.99855748821565
4228.338,16.37079,60.75953,60.85719708789376
4228.4904,15.77457,61.51437,62.29825502368622
4228.6428,16.26791,62.70885,65.15098476258463
4228.7952,16.03978,63.37563,66.43825992716923
4228.9476,15.88933,64.14339,67.92074731859483
4229.1,15.59189,64.41899,68.3090451797052
4229.2524,14.91482,64.50184,68.10127910360417
4229.4048,15.54244,65.19108,69.77302189921556
4229.5572,15.67969,66.96212,73.07290858701653
4229.7096,15.24415,66.0252,71.15519288216638
4229.862,16.10132,66.13346,71.83092069502358
4230.0144,16.5254,66.44116,72.61865579213787
4230.1668,16.82825,66.2879,72.5033378234122
4230.3192,15.36578,65.92976,71.0501871946215
4230.4716,15.37657,65.13055,69.56676236018028
4230.624,15.1371,65.11067,69.39580110150072
4230.7764,14.37682,64.30384,67.4115278533385
4230.9288,13.19594,64.22581,66.5633662684848
4231.0812,12.33765,63.82725,65.25076772703298
4231.2336,12.12848,63.17343,63.81684092725008
4231.386,12.43438,62.7108,63.06202608009194
4231.5384,14.41414,63.32065,65.464407882497
4231.6908,11.21594,64.30896,65.43573283632917
4231.8432,6.1855,64.78594,61.93106003309563
4231.9956,3.16596,65.06928,58.194674704727916
4232.148,2.78286,65.45534,58.08305842936994
4232.3004,4.92479,67.56392,64.81560574133889
4232.4528,3.0816,68.27788,62.77889558338434
4232.6052,1.92415,68.16462,60.00928357035873
4232.7576,1.23091,68.30568,58.15374003417639
4232.91,1.1838,68.30803,57.99899612843955
4233.0624,1.32261,68.08147,58.16670976201463
4233.2148,2.02875,67.78124,59.76789948069144
4233.3672,1.79284,67.69254,59.03408567157996
4233.5196,1.84699,67.57428,59.01983612158986
4233.672,2.0474,65.89212,57.150456092161285
4233.8244,3.51908,64.00187,57.040543335551845
4233.9768,7.69114,63.47454,61.068399463828904
4234.1292,14.63901,62.89767,64.71223070877174
4234.2816,20.38783,62.07081,65.57447947599529
4234.434,10.64673,62.54338,61.56339123275004
4234.5864,11.41614,63.19656,63.40268002981079
4234.7388,9.53261,64.82371,65.13757824137805
4234.8912,9.83407,64.25812,64.32997740326091
4235.0436,8.60954,64.71696,64.17636691924838
4235.196,7.95019,65.54867,65.04925050163442
4235.3484,9.42816,66.21076,67.49317069861665
4235.5008,12.69971,66.47834,70.39360301777651
4235.6532,17.51171,66.31945,72.91729863565094
4235.8056,27.35269,66.4517,77.34922658387374
4235.958,21.87848,65.69476,73.77206680551267
4236.1104,14.17795,66.50757,71.38905548979933
4236.2628,13.63,66.50056,71.03622982963671
4236.4152,15.75815,66.16544,71.69959883145307
4236.5676,18.75325,66.13206,73.19092775381573
4236.72,18.293,66.20924,73.10874850204065
4236.8724,18.47168,65.92038,72.65982469617427
4237.0248,19.7297,66.2612,73.89369822173975
4237.1772,24.23844,66.1138,75.53697088763448
4237.3296,21.85439,66.17918,74.68689701960113
4237.482,20.14469,66.09765,73.7795580469059
4237.6344,18.14778,65.48165,71.67323870192456
4237.7868,16.22246,64.15476,68.11649296472757
4237.9392,13.5038,63.82896,65.96871455632626
4238.0916,14.41604,63.79421,66.42451987381273
4238.244,25.38844,63.7132,71.07649059180082
4238.3964,45.7742,63.79226,76.80875943486633
4238.5488,34.17448,63.88325,74.18518042587256
4238.7012,28.88714,63.37045,71.48776406069506
4238.8536,30.97398,63.31013,71.987583476338
4239.006,32.28388,63.36356,72.48867804023288
4239.1584,34.51831,63.25057,72.85160063701508
4239.3108,36.13313,62.80669,72.24575642335594
4239.4632,36.97366,62.11138,70.79503691470356
4239.6156,35.89606,61.19083,68.25575244593355
4239.768,33.22753,60.85204,66.73589106829
4239.9204,35.83167,61.38773,68.7334170208225
4240.0728,38.03035,61.16199,68.68897139455973
4240.2252,42.66455,61.41336,70.35452261523136
4240.3776,41.31652,62.21937,72.07593474962003
