DEPTH,A,B
4136.4408,4.27215,63.94527
4136.5932,3.67427,63.89394
4136.7456,4.64448,62.49836
4136.898,7.83077,62.57102
4137.0504,11.71835,62.75116
4137.2028,13.94893,62.78365
4137.3552,12.30638,62.76545
4137.5076,14.28937,62.73997
4137.66,18.74594,63.1894
4137.8124,26.93039,63.02752
4137.9648,29.7199,62.65036
4138.1172,30.00691,63.43613
4138.2696,28.31981,63.74816
4138.422,28.35199,64.27878
4138.5744,29.35239,64.85848
4138.7268,29.07585,65.6748
4138.8792,28.98872,66.0152
4139.0316,27.585,66.37581
4139.184,29.89718,66.53366
4139.3364,36.04571,66.79643
4139.4888,40.04472,67.50375
4139.6412,43.03347,67.39296
4139.7936,46.1461,67.48238
4139.946,42.06261,67.49263
4140.0984,33.72133,67.59062
4140.2508,26.52387,67.6663
4140.4032,18.66145,67.90813
4140.5556,19.19247,67.57763
4140.708,19.99442,67.63341
4140.8604,25.92545,67.6635
4141.0128,23.28496,68.0541
4141.1652,20.8367,68.44595
4141.3176,15.86357,68.86191
4141.47,13.25835,68.71567
4141.6224,13.69138,69.45057
4141.7748,16.89408,69.78801
4141.9272,18.11991,69.6977
4142.0796,17.74935,69.26257
4142.232,17.82898,69.52409
4142.3844,18.74765,69.19567
4142.5368,19.32335,68.86502
4142.6892,30.66465,68.76568
4142.8416,16.93454,67.9754
4142.994,12.58729,66.25172
4143.1464,9.89951,64.7526
4143.2988,8.75592,64.2779
4143.4512,10.37568,64.11261
4143.6036,11.26417,64.00498
4143.756,13.28658,64.15202
4143.9084,15.53042,63.65105
4144.0608,13.3766,64.29765
4144.2132,10.97841,64.38522
4144.3656,11.2815,65.35113
4144.518,10.44385,64.86601
4144.6704,10.46955,65.33818
4144.8228,10.80435,65.52868
4144.9752,11.10314,65.10622
4145.1276,11.20938,65.37643
4145.28,10.76616,65.19702
4145.4324,10.74625,65.24314
4145.5848,10.80028,64.68365
4145.7372,10.71384,64.81017
4145.8896,10.62031,63.95893
4146.042,8.861,63.9304
4146.1944,9.86822,63.45104
4146.3468,15.9148,63.48771
4146.4992,18.56164,63.55427
4146.6516,22.94668,63.71707
4146.804,23.1165,63.935
4146.9564,19.79679,63.95454
4147.1088,13.36971,64.30667
4147.2612,10.50529,64.54637
4147.4136,6.06894,65.60729
4147.566,7.21827,66.16638
4147.7184,5.70264,66.24234
4147.8708,3.45491,66.66113
4148.0232,2.29277,68.23039
4148.1756,1.60177,69.42308
4148.328,1.33363,69.74894
4148.4804,1.14094,70.05182
4148.6328,1.01408,69.885
4148.7852,0.91823,70.74862
4148.9376,0.97613,70.85049
4149.09,1.0924,70.74813
4149.2424,1.08567,70.44535
4149.3948,1.07705,70.31998
4149.5472,1.45499,69.65674
4149.6996,1.64863,68.74328
4149.852,2.36805,68.37642
4150.0044,2.1443,68.32613
4150.1568,1.52873,66.89705
4150.3092,1.00802,65.35205
4150.4616,1.14886,66.14133
4150.614,1.0311,66.42936
4150.7664,0.78186,66.49249
4150.9188,0.53006,66.6405
4151.0712,0.43566,67.37217
4151.2236,0.68088,68.10942
4151.376,0.63711,68.65879
4151.5284,0.62295,69.4399
4151.6808,0.85755,68.73597
4151.8332,1.52363,68.69918
4151.9856,1.94594,68.69079
4152.138,2.7805,68.67729
4152.2904,3.24787,68.69537
4152.4428,5.35933,65.32967
4152.5952,5.08788,64.63378
4152.7476,3.59136,64.86013
4152.9,1.51595,64.69145
4153.0524,1.20802,64.65921
4153.2048,2.45425,65.00223
4153.3572,2.90247,65.85006
4153.5096,1.63385,66.64172
4153.662,1.06622,66.65741
4153.8144,0.77798,66.78543
4153.9668,0.74915,67.36178
4154.1192,0.88548,67.23736
4154.2716,1.05868,67.45181
4154.424,1.55802,67.6417
4154.5764,1.36866,68.51038
4154.7288,1.01861,69.468
4154.8812,0.60435,70.03457
4155.0336,0.57757,70.09629
4155.186,0.6307,70.40782
4155.3384,0.75566,71.05424
4155.4908,0.66265,71.49822
4155.6432,0.56217,71.58283
4155.7956,0.54262,71.64556
4155.948,0.52744,71.00115
4156.1004,0.52248,69.20929
4156.2528,0.57508,68.98733
4156.4052,0.60038,68.35375
4156.5576,0.59973,68.41821
4156.71,0.6462,67.67785
4156.8624,0.89894,67.76271
4157.0148,1.24358,67.79014
4157.1672,1.13501,67.95495
4157.3196,1.15818,67.51625
4157.472,1.52033,66.70365
4157.6244,1.68928,67.32663
4157.7768,1.6011,68.02587
4157.9292,1.41831,68.03718
4158.0816,1.42303,68.24563
4158.234,1.23074,68.89297
4158.3864,0.90779,70.50554
4158.5388,0.70972,70.88225
4158.6912,0.56457,71.63449
4158.8436,0.51751,73.19985
4158.996,0.49898,73.52581
4159.1484,0.69981,72.65807
4159.3008,0.65262,71.7726
4159.4532,0.71,72.00172
4159.6056,0.82974,69.59605
4159.758,1.22964,65.7232
4159.9104,1.98143,65.69839
4160.0628,3.27235,65.41136
4160.2152,4.80483,65.66989
4160.3676,4.99465,66.13057
4160.52,3.32075,66.215
4160.6724,2.06014,66.68518
4160.8248,1.39883,67.96501
4160.9772,0.99835,67.60339
4161.1296,1.11864,68.2937
4161.282,1.5176,68.59225
4161.4344,1.10051,68.69171
4161.5868,1.04993,68.65129
4161.7392,1.5766,68.23009
4161.8916,2.78106,67.57721
4162.044,4.9186,67.24415
4162.1964,8.53265,66.65494
4162.3488,12.58398,65.88883
4162.5012,11.70869,65.64685
4162.6536,8.6706,65.28801
4162.806,6.96919,65.08815
4162.9584,6.27191,64.51296
4163.1108,6.0574,64.50001
4163.2632,5.96689,63.77663
4163.4156,5.60192,62.6086
4163.568,5.01427,62.90109
4163.7204,5.56536,62.56718
4163.8728,7.99212,62.4733
4164.0252,9.27597,62.25266
4164.1776,12.02928,62.06271
4164.33,11.58177,61.80878
4164.4824,17.30639,61.7804
4164.6348,35.07517,61.62736
4164.7872,41.78601,61.22191
4164.9396,47.40902,61.36374
4165.092,49.66393,61.5397
4165.2444,47.32527,62.33248
4165.3968,41.97354,62.27469
4165.5492,36.73788,63.03803
4165.7016,32.66575,65.42489
4165.854,27.81091,64.64436
4166.0064,22.40085,64.62382
4166.1588,19.8395,64.59206
4166.3112,19.17612,64.77628
4166.4636,17.83068,64.71727
4166.616,14.85216,64.70736
4166.7684,10.58808,64.66868
4166.9208,11.04276,63.27246
4167.0732,15.70953,62.66045
4167.2256,25.39795,63.42153
4167.378,52.18467,63.58277
4167.5304,45.75377,64.22864
4167.6828,24.41149,65.1966
4167.8352,11.24756,64.84693
4167.9876,5.39201,64.83779
4168.14,2.98777,65.60945
4168.2924,1.86757,66.13992
4168.4448,1.73665,68.20235
4168.5972,1.80682,68.95021
4168.7496,2.10507,69.0628
4168.902,1.78352,69.60809
4169.0544,1.36499,72.48833
4169.2068,0.94227,73.41282
4169.3592,0.91667,72.50372
4169.5116,0.92683,74.73522
4169.664,0.94334,75.1884
4169.8164,0.89498,74.45014
4169.9688,0.78915,72.52518
4170.1212,0.66737,68.9653
4170.2736,0.62593,66.38453
4170.426,0.84516,65.25067
4170.5784,1.29526,64.66109
4170.7308,1.28912,63.89196
4170.8832,1.15771,63.93848
4171.0356,1.33162,64.00614
4171.188,1.89163,64.47968
4171.3404,3.71668,65.5758
4171.4928,7.43408,66.40132
4171.6452,11.45619,66.77345
4171.7976,12.3873,67.35665
4171.95,9.63408,67.70282
4172.1024,9.48868,67.50381
4172.2548,10.69335,66.38306
4172.4072,12.49701,66.1192
4172.5596,11.07922,66.10512
4172.712,10.80295,65.64078
4172.8644,13.33832,65.30261
4173.0168,14.36874,65.09187
4173.1692,14.32379,64.78317
4173.3216,18.71228,64.6148
4173.474,27.70675,64.54567
4173.6264,29.93723,63.90452
4173.7788,36.13956,63.35606
4173.9312,40.01246,62.91715
4174.0836,46.25962,62.88152
4174.236,55.09294,62.84409
4174.3884,51.89237,62.79118
4174.5408,43.28364,62.70263
4174.6932,33.13391,62.59665
4174.8456,23.72519,62.60927
4174.998,20.17561,62.47973
4175.1504,22.31199,62.89859
4175.3028,15.88005,63.29224
4175.4552,12.19806,63.27581
4175.6076,12.75816,63.73886
4175.76,12.36945,63.72048
4175.9124,9.00724,63.69741
4176.0648,7.88799,63.66083
4176.2172,11.58473,63.77516
4176.3696,20.91365,63.43098
4176.522,19.6245,62.4623
4176.6744,23.57674,62.30776
4176.8268,25.3545,62.25622
4176.9792,27.6341,62.26079
4177.1316,28.66282,62.57581
4177.284,27.56342,62.32502
4177.4364,26.46787,62.50153
4177.5888,25.72573,62.6741
4177.7412,25.58946,62.5663
4177.8936,26.23126,62.59601
4178.046,27.09673,62.7692
4178.1984,30.16662,62.75396
4178.3508,33.03395,62.4545
4178.5032,36.9893,62.42956
4178.6556,37.51672,62.39366
4178.808,35.01276,62.39472
4178.9604,30.83175,62.35751
4179.1128,27.75144,62.59184
4179.2652,25.85127,62.93294
4179.4176,43.44335,62.92904
4179.57,20.8783,62.7625
4179.7224,14.75995,63.02054
4179.8748,11.04654,62.93538
4180.0272,8.17028,63.32683
4180.1796,7.12028,63.17443
4180.332,7.23273,63.2239
4180.4844,11.66801,63.18056
4180.6368,12.35973,62.99716
4180.7892,13.14174,62.78133
4180.9416,13.08778,62.8066
4181.094,17.59098,62.78499
4181.2464,27.2717,62.7275
4181.3988,32.70413,62.76106
4181.5512,33.81631,62.432
4181.7036,32.11337,62.46208
4181.856,24.93689,62.58742
4182.0084,22.58288,61.35703
4182.1608,22.57535,61.62611
4182.3132,23.84221,62.18819
4182.4656,29.06713,62.21459
4182.618,27.20885,62.24117
4182.7704,21.96266,62.03268
4182.9228,18.66932,62.19743
4183.0752,18.69723,62.15268
4183.2276,19.474,62.52993
4183.38,21.8036,62.99783
4183.5324,20.3082,63.14886
4183.6848,17.06966,63.04377
4183.8372,16.47556,63.094
4183.9896,17.19055,62.44294
4184.142,19.00531,62.60025
4184.2944,20.6524,62.39731
4184.4468,22.76567,63.01234
4184.5992,24.07301,63.71728
4184.7516,23.8626,64.16406
4184.904,22.18566,63.92354
4185.0564,20.11499,64.4196
4185.2088,19.55697,64.52497
4185.3612,20.89932,64.07695
4185.5136,17.95051,64.12699
4185.666,13.88069,63.33131
4185.8184,14.80951,62.98357
4185.9708,15.44626,63.26904
4186.1232,9.56167,63.29608
4186.2756,6.84454,62.74561
4186.428,6.87954,62.46148
4186.5804,8.16348,61.75998
4186.7328,12.98867,61.85992
4186.8852,8.80046,62.68575
4187.0376,5.82984,63.19068
4187.19,4.60396,64.95745
4187.3424,3.2844,65.62237
4187.4948,2.58462,66.8117
4187.6472,3.88987,67.67386
4187.7996,7.14622,71.43936
4187.952,7.86046,70.17249
4188.1044,10.12765,70.43419
4188.2568,13.58465,70.31751
4188.4092,17.68822,70.95573
4188.5616,21.83709,69.38979
4188.714,24.53612,67.05472
4188.8664,22.36236,66.48548
4189.0188,19.99251,65.72613
4189.1712,24.51391,65.09854
4189.3236,11.20703,63.75977
4189.476,6.51686,63.76102
4189.6284,4.53608,64.08402
4189.7808,3.14042,64.35907
4189.9332,3.01962,64.84138
4190.0856,4.3382,64.78097
4190.238,7.72943,64.88396
4190.3904,8.15957,65.33745
4190.5428,7.22605,66.69643
4190.6952,8.77624,67.52551
4190.8476,11.69857,67.66526
4191.0,19.8764,67.65042
4191.1524,25.99135,66.73398
4191.3048,30.02543,66.3524
4191.4572,30.70244,65.54876
4191.6096,24.68906,65.03024
4191.762,21.07611,64.27723
4191.9144,18.13657,63.73581
4192.0668,16.70295,62.94352
4192.2192,18.02204,62.09005
4192.3716,17.73428,60.96887
4192.524,13.6402,61.15111
4192.6764,13.69903,60.73954
4192.8288,16.93806,60.8735
4192.9812,16.2462,61.79991
4193.1336,13.0735,62.01272
4193.286,11.83816,62.15652
4193.4384,11.28692,62.09331
4193.5908,11.34109,62.34129
4193.7432,12.79233,62.6855
4193.8956,15.01963,62.64792
4194.048,17.54317,61.74879
4194.2004,17.72689,62.13964
4194.3528,17.26071,62.38143
4194.5052,10.52773,61.22542
4194.6576,11.94227,61.11612
4194.81,28.11466,64.23163
4194.9624,15.98493,66.5721
4195.1148,8.53763,66.3307
4195.2672,4.77059,65.49097
4195.4196,4.60025,67.79295
4195.572,5.26797,68.05239
4195.7244,6.18817,68.08132
4195.8768,7.31651,68.71655
4196.0292,7.41856,67.95165
4196.1816,7.68385,67.47358
4196.334,7.31633,66.84858
4196.4864,7.1388,66.50181
4196.6388,6.54092,65.73814
4196.7912,4.86721,65.65709
4196.9436,8.31121,65.60771
4197.096,19.94475,65.17575
4197.2484,19.63152,64.14906
4197.4008,19.88431,65.44181
4197.5532,17.5181,65.5313
4197.7056,19.64734,65.53627
4197.858,23.39043,65.54032
4198.0104,27.77654,65.54069
4198.1628,30.19062,65.72119
4198.3152,31.54383,65.84527
4198.4676,30.08862,66.40854
4198.62,28.46733,66.51769
4198.7724,26.83739,66.55195
4198.9248,27.35349,66.12901
4199.0772,28.529,65.5712
4199.2296,30.39237,64.94678
4199.382,29.39288,64.8544
4199.5344,29.28795,63.77794
4199.6868,31.20584,63.00655
4199.8392,30.64421,63.12112
4199.9916,26.2128,63.06178
4200.144,25.54161,63.2268
4200.2964,24.78962,63.75182
4200.4488,23.8011,63.66745
4200.6012,23.13754,63.99529
4200.7536,22.02377,64.10993
4200.906,21.98487,64.12416
4201.0584,21.78615,63.98276
4201.2108,22.76159,64.39446
4201.3632,23.9405,64.12285
4201.5156,26.38692,64.07161
4201.668,30.66805,64.58803
4201.8204,34.06155,64.17838
4201.9728,40.20332,63.97542
4202.1252,37.93149,63.99462
4202.2776,27.35933,64.14382
4202.43,20.8409,63.89903
4202.5824,10.42997,63.70366
4202.7348,10.3739,63.49399
4202.8872,11.28915,62.91578
4203.0396,9.24553,62.73991
4203.192,7.92652,62.42843
4203.3444,7.10454,62.41792
4203.4968,6.7248,62.22334
4203.6492,6.6615,62.69885
4203.8016,6.93253,65.6823
4203.954,7.52075,66.57414
4204.1064,5.01878,66.79707
4204.2588,7.37412,67.2429
4204.4112,13.59422,67.17795
4204.5636,21.37438,67.52878
4204.716,21.32959,65.64164
4204.8684,17.57574,64.98824
4205.0208,13.23037,64.71846
4205.1732,12.36487,64.40177
4205.3256,10.71322,63.14679
4205.478,9.82071,62.12211
4205.6304,10.70597,62.14756
4205.7828,10.94093,61.67345
4205.9352,11.44836,61.66616
4206.0876,12.39257,61.26459
4206.24,13.30027,61.57856
4206.3924,18.27482,61.60419
4206.5448,14.05683,61.43189
4206.6972,11.40315,61.20799
4206.8496,9.26019,61.04196
4207.002,8.03735,61.48645
4207.1544,8.0169,62.48098
4207.3068,9.48825,63.46811
4207.4592,13.74631,63.71033
4207.6116,13.50709,64.12834
4207.764,12.95777,65.0161
4207.9164,14.5793,65.24262
4208.0688,18.37305,65.26463
4208.2212,22.85868,65.77785
4208.3736,28.96734,65.79605
4208.526,30.96393,65.67836
4208.6784,26.80552,65.50823
4208.8308,25.38258,65.90821
4208.9832,25.03565,65.58427
4209.1356,22.4269,65.39283
4209.288,23.48484,65.53666
4209.4404,25.54917,65.21918
4209.5928,29.59017,65.30553
4209.7452,23.5103,65.63005
4209.8976,20.24555,65.39792
4210.05,19.76794,65.75581
4210.2024,20.63073,66.03858
4210.3548,20.6034,66.00404
4210.5072,21.91946,66.08244
4210.6596,15.37716,66.63824
4210.812,7.46332,68.15358
4210.9644,3.64288,67.81748
4211.1168,3.15375,68.42903
4211.2692,2.69917,69.75814
4211.4216,1.84986,70.10086
4211.574,1.63073,70.04328
4211.7264,1.70988,69.79637
4211.8788,2.04851,69.38836
4212.0312,1.85841,68.61941
4212.1836,2.01385,68.46942
4212.336,2.07857,67.74354
4212.4884,2.96627,65.94052
4212.6408,5.71779,65.47192
4212.7932,8.39297,65.47464
4212.9456,9.61625,65.33626
4213.098,7.90173,65.93367
4213.2504,8.21571,65.80425
4213.4028,10.95696,66.31692
4213.5552,18.30651,66.29107
4213.7076,20.42706,66.75086
4213.86,23.28141,68.34966
4214.0124,22.52341,68.39931
4214.1648,23.4248,68.57238
4214.3172,24.11829,68.55513
4214.4696,24.58218,68.5608
4214.622,24.66203,68.48457
4214.7744,24.1908,68.41647
4214.9268,24.05978,68.34058
4215.0792,25.52849,68.10223
4215.2316,28.93078,68.01636
4215.384,27.31591,68.28492
4215.5364,27.9931,68.26389
4215.6888,26.91114,68.28108
4215.8412,26.42397,68.38249
4215.9936,27.12944,68.26167
4216.146,27.61337,68.33019
4216.2984,27.20518,68.33409
4216.4508,27.68228,68.37743
4216.6032,28.47086,68.04203
4216.7556,25.99673,67.26741
4216.908,24.7741,67.49634
4217.0604,26.84865,67.52701
4217.2128,28.65628,67.05509
4217.3652,29.76898,67.37196
4217.5176,32.32659,67.27628
4217.67,34.56325,66.98904
4217.8224,32.70287,66.81408
4217.9748,29.91446,66.7444
4218.1272,30.61126,66.7373
4218.2796,30.80372,66.37258
4218.432,31.90257,66.03867
4218.5844,30.21865,65.31849
4218.7368,28.77234,64.59687
4218.8892,26.01995,64.52314
4219.0416,23.74029,63.24981
4219.194,26.67801,62.27317
4219.3464,27.01308,60.97204
4219.4988,46.36683,61.1096
4219.6512,31.06645,61.27315
4219.8036,21.64005,61.85578
4219.956,14.63596,61.7943
4220.1084,13.51418,62.2145
4220.2608,18.58908,63.78105
4220.4132,15.75737,63.78156
4220.5656,12.4552,64.24218
4220.718,12.63104,63.75553
4220.8704,13.05817,64.08926
4221.0228,14.49256,64.35145
4221.1752,14.86373,63.69192
4221.3276,12.9741,61.73806
4221.48,11.96842,60.80842
4221.6324,11.91515,60.86457
4221.7848,13.31645,60.76154
4221.9372,13.35067,60.58625
4222.0896,13.7953,61.42013
4222.242,14.1232,61.85133
4222.3944,14.74183,62.28695
4222.5468,15.4483,62.29192
4222.6992,17.8779,62.62534
4222.8516,19.92579,63.38279
4223.004,22.01414,63.80857
4223.1564,24.99065,63.81768
4223.3088,23.24666,63.05346
4223.4612,22.67155,63.16511
4223.6136,22.86998,62.83812
4223.766,22.52215,62.03884
4223.9184,24.01163,61.63029
4224.0708,25.46212,61.77924
4224.2232,19.20671,61.58895
4224.3756,16.70168,61.68811
4224.528,15.66838,61.32043
4224.6804,14.79816,61.3061
4224.8328,13.46552,61.78918
4224.9852,14.42427,61.60477
4225.1376,15.40159,61.9007
4225.29,15.04953,61.73989
4225.4424,14.88157,61.77705
4225.5948,14.36043,61.31207
4225.7472,17.0191,60.98999
4225.8996,24.44218,60.06185
4226.052,24.0965,60.05267
4226.2044,22.23088,60.02881
4226.3568,20.97902,60.02935
4226.5092,19.51065,60.06447
4226.6616,18.30612,60.04904
4226.814,20.0557,60.03819
4226.9664,23.05537,59.97351
4227.1188,26.67993,60.14731
4227.2712,29.07046,59.94157
4227.4236,26.80809,59.49726
4227.576,25.08708,59.61803
4227.7284,33.58197,59.72855
4227.8808,31.44225,59.58648
4228.0332,22.21713,59.93215
4228.1856,15.31925,60.17343
4228.338,16.37079,60.75953
4228.4904,15.77457,61.51437
4228.6428,16.26791,62.70885
4228.7952,16.03978,63.37563
4228.9476,15.88933,64.14339
4229.1,15.59189,64.41899
4229.2524,14.91482,64.50184
4229.4048,15.54244,65.19108
4229.5572,15.67969,66.96212
4229.7096,15.24415,66.0252
4229.862,16.10132,66.13346
4230.0144,16.5254,66.44116
4230.1668,16.82825,66.2879
4230.3192,15.36578,65.92976
4230.4716,15.37657,65.13055
4230.624,15.1371,65.11067
4230.7764,14.37682,64.30384
4230.9288,13.19594,64.22581
4231.0812,12.33765,63.82725
4231.2336,12.12848,63.17343
4231.386,12.43438,62.7108
4231.5384,14.41414,63.32065
4231.6908,11.21594,64.30896
4231.8432,6.1855,64.78594
4231.9956,3.16596,65.06928
4232.148,2.78286,65.45534
4232.3004,4.92479,67.56392
4232.4528,3.0816,68.27788
4232.6052,1.92415,68.16462
4232.7576,1.23091,68.30568
4232.91,1.1838,68.30803
4233.0624,1.32261,68.08147
4233.2148,2.02875,67.78124
4233.3672,1.79284,67.69254
4233.5196,1.84699,67.57428
4233.672,2.0474,65.89212
4233.8244,3.51908,64.00187
4233.9768,7.69114,63.47454
4234.1292,14.63901,62.89767
4234.2816,20.38783,62.07081
4234.434,10.64673,62.54338
4234.5864,11.41614,63.19656
4234.7388,9.53261,64.82371
4234.8912,9.83407,64.25812
4235.0436,8.60954,64.71696
4235.196,7.95019,65.54867
4235.3484,9.42816,66.21076
4235.5008,12.69971,66.47834
4235.6532,17.51171,66.31945
4235.8056,27.35269,66.4517
4235.958,21.87848,65.69476
4236.1104,14.17795,66.50757
4236.2628,13.63,66.50056
4236.4152,15.75815,66.16544
4236.5676,18.75325,66.13206
4236.72,18.293,66.20924
4236.8724,18.47168,65.92038
4237.0248,19.7297,66.2612
4237.1772,24.23844,66.1138
4237.3296,21.85439,66.17918
4237.482,20.14469,66.09765
4237.6344,18.14778,65.48165
4237.7868,16.22246,64.15476
4237.9392,13.5038,63.82896
4238.0916,14.41604,63.79421
4238.244,25.38844,63.7132
4238.3964,45.7742,63.79226
4238.5488,34.17448,63.88325
4238.7012,28.88714,63.37045
4238.8536,30.97398,63.31013
4239.006,32.28388,63.36356
4239.1584,34.51831,63.25057
4239.3108,36.13313,62.80669
4239.4632,36.97366,62.11138
4239.6156,35.89606,61.19083
4239.768,33.22753,60.85204
4239.9204,35.83167,61.38773
4240.0728,38.03035,61.16199
4240.2252,42.66455,61.41336
4240.3776,41.31652,62.21937
4240.53,38.01217,62.42728
4240.6824,40.91926,62.74683
4240.8348,43.77241,62.75323
4240.9872,48.43229,63.10378
4241.1396,48.7449,63.25652
4241.292,47.58527,63.05376
4241.4444,45.02142,62.97741
4241.5968,47.13448,63.19336
4241.7492,48.01132,63.02118
4241.9016,48.91755,62.96055
4242.054,48.02108,63.44244
4242.2064,46.85529,63.17958
4242.3588,45.16819,63.35673
4242.5112,44.48106,63.73843
4242.6636,45.76702,63.57476
4242.816,47.88434,63.67519
4242.9684,48.63685,63.68336
4243.1208,48.90537,63.64349
4243.2732,46.56647,63.63307
4243.4256,49.91708,63.3699
4243.578,51.27592,63.26898
4243.7304,53.07267,62.79523
4243.8828,54.53604,62.49564
4244.0352,57.3926,62.53515
4244.1876,63.08382,62.48494
4244.34,68.92425,62.46669
4244.4924,71.11735,62.56691
4244.6448,66.2128,62.66344
4244.7972,55.63028,62.91237
4244.9496,43.7166,63.06019
4245.102,40.54623,63.01182
4245.2544,40.53404,62.19734
4245.4068,38.43564,61.34591
4245.5592,37.93446,61.16559
4245.7116,26.73111,60.67629
4245.864,25.07221,60.63408
4246.0164,17.17365,60.61058
4246.1688,12.6393,60.271
4246.3212,10.88578,59.99784
4246.4736,11.70881,60.45991
4246.626,15.74233,60.45016
4246.7784,17.41503,60.63798
4246.9308,22.25376,60.65977
4247.0832,22.33929,60.4216
4247.2356,24.1093,59.76073
4247.388,27.47114,60.06081
4247.5404,30.61068,60.06017
4247.6928,32.57457,59.35626
4247.8452,30.47924,59.36663
4247.9976,28.11081,59.62226
4248.15,26.20137,59.74379
4248.3024,25.6713,59.84507
4248.4548,25.29967,59.8783
4248.6072,25.89391,59.79499
4248.7596,23.52779,60.01256
4248.912,23.01265,61.2374
4249.0644,21.16704,60.81784
4249.2168,21.70691,60.66812
4249.3692,21.16945,60.66599
4249.5216,24.98916,60.81757
4249.674,24.13489,60.78553
4249.8264,25.28453,61.36557
4249.9788,21.02625,61.23475
4250.1312,24.57265,61.26928
4250.2836,34.8838,61.44122
4250.436,41.67167,62.62854
4250.5884,43.66877,63.41004
4250.7408,43.77948,63.33351
4250.8932,40.4599,63.59494
4251.0456,46.21232,64.27778
4251.198,42.32417,64.46813
4251.3504,40.69977,64.63577
4251.5028,42.3782,64.59273
4251.6552,41.76766,64.95669
4251.8076,43.77073,65.07026
4251.96,49.49687,65.1934
4252.1124,59.08324,64.26531
4252.2648,55.88077,63.90702
4252.4172,45.12664,63.18208
4252.5696,33.8367,62.95586
4252.722,28.99667,62.81315
4252.8744,25.72077,62.92669
4253.0268,25.27745,62.41835
4253.1792,23.25075,62.42334
4253.3316,22.22831,62.22446
4253.484,21.28137,62.3092
4253.6364,19.10217,62.07694
4253.7888,19.37578,62.42633
4253.9412,22.68086,62.30691
4254.0936,26.78039,62.07612
4254.246,28.43321,61.77821
4254.3984,26.68469,61.48157
4254.5508,27.26354,61.05153
4254.7032,28.67373,61.19784
4254.8556,31.32771,61.5529
4255.008,28.99028,61.68232
4255.1604,30.11397,61.52784
4255.3128,30.84251,61.81088
4255.4652,30.43774,62.09971
4255.6176,27.9446,62.28673
4255.77,26.88729,62.68773
4255.9224,26.91641,62.734
4256.0748,31.37598,62.70105
4256.2272,28.73228,62.69279
4256.3796,26.08619,62.70589
4256.532,21.46209,62.38793
4256.6844,22.31567,62.56075
4256.8368,23.56673,62.29938
4256.9892,24.51688,62.43282
4257.1416,31.0153,62.78974
4257.294,37.20925,63.16959
4257.4464,35.17937,62.18661
4257.5988,25.77323,63.51489
4257.7512,23.81219,63.81308
4257.9036,21.3159,64.19978
4258.056,16.49373,64.19987
4258.2084,14.8718,64.17585
4258.3608,20.0253,64.26571
4258.5132,25.43187,64.02681
4258.6656,27.53465,64.4477
4258.818,32.00939,64.52994
4258.9704,34.03023,63.58576
4259.1228,35.68915,63.51304
4259.2752,33.25856,63.93168
4259.4276,35.59056,63.42498
4259.58,29.41774,63.67848
4259.7324,20.71393,63.27727
4259.8848,13.30993,62.72071
4260.0372,13.22133,62.59583
4260.1896,13.05172,62.07603
4260.342,10.39776,61.83261
4260.4944,8.75881,61.5977
4260.6468,8.80371,61.52333
4260.7992,9.48624,61.11176
4260.9516,9.11089,61.19476
4261.104,8.81297,60.23665
4261.2564,10.62594,58.20446
4261.4088,13.14464,57.84077
4261.5612,14.49793,57.6047
4261.7136,16.48758,57.2921
4261.866,18.3757,56.38608
4262.0184,18.37899,55.70561
4262.1708,17.5073,55.99987
4262.3232,17.20002,56.41232
4262.4756,19.5685,56.64098
4262.628,22.10968,56.62922
4262.7804,23.92983,57.01592
4262.9328,25.63892,57.38799
4263.0852,27.98244,57.83617
4263.2376,33.65177,57.8287
4263.39,34.45644,58.21842
4263.5424,37.50584,60.07754
4263.6948,40.22515,60.5555
4263.8472,48.15944,60.35607
4263.9996,51.8688,60.26899
4264.152,48.51214,60.27143
4264.3044,46.42658,60.26378
4264.4568,43.79002,59.80173
4264.6092,43.62031,59.17009
4264.7616,44.29238,59.0871
4264.914,49.59959,57.57166
4265.0664,48.2733,57.26378
4265.2188,59.66742,57.30767
4265.3712,57.57144,57.06956
4265.5236,51.5474,57.26058
4265.676,36.30017,57.32032
4265.8284,33.71615,57.40497
4265.9808,42.0571,57.79868
4266.1332,60.54174,57.86875
4266.2856,84.1861,58.11939
4266.438,77.14483,57.39613
4266.5904,78.96828,57.19057
4266.7428,76.07877,57.12653
4266.8952,65.30741,56.58618
4267.0476,61.74688,56.86138
4267.2,64.62579,56.20972
4267.3524,63.34119,56.35956
4267.5048,56.26091,57.0143
4267.6572,47.89211,57.34675
4267.8096,56.80033,57.3512
4267.962,62.3217,56.95237
4268.1144,68.1937,57.41856
4268.2668,64.74547,57.54782
4268.4192,52.16553,57.48912
4268.5716,41.34264,57.61159
4268.724,50.23555,57.4252
4268.8764,52.20702,57.74564
4269.0288,42.55746,58.19598
4269.1812,36.93355,59.1319
4269.3336,32.96139,59.53101
4269.486,41.50077,59.84391
4269.6384,44.61848,60.64072
4269.7908,50.50315,60.7179
4269.9432,55.33649,60.99216
4270.0956,46.97488,61.37687
4270.248,27.03528,61.39894
4270.4004,15.64756,61.57884
4270.5528,14.3921,63.48316
4270.7052,16.39114,64.39043
4270.8576,13.61287,64.68636
4271.01,9.44473,64.52546
4271.1624,7.20935,64.50236
4271.3148,6.03587,64.50784
