DEPTH,A,B
3579.876,3.52599,66.88681
3580.0284,3.70104,67.36016
3580.1808,4.06037,67.70666
3580.3332,3.90678,67.94114
3580.4856,3.51367,68.01002
3580.638,3.19715,68.20226
3580.7904,2.87291,68.5294
3580.9428,2.79227,68.44263
3581.0952,2.8311,68.83408
3581.2476,2.86814,68.74965
3581.4,2.91784,68.68528
3581.5524,3.13755,68.46183
3581.7048,3.2038,68.11161
3581.8572,3.16924,67.95486
3582.0096,3.51389,67.33123
3582.162,4.37978,66.55787
3582.3144,5.74516,65.98393
3582.4668,6.92389,65.07858
3582.6192,7.65545,65.12555
3582.7716,8.56941,64.9648
3582.924,9.16746,64.97806
3583.0764,9.9431,65.14362
3583.2288,8.87547,65.66407
3583.3812,6.45391,65.8866
3583.5336,5.37272,66.0508
3583.686,4.79991,66.38163
3583.8384,4.41579,66.59234
3583.9908,3.77943,66.06394
3584.1432,3.57586,66.26983
3584.2956,4.03563,65.67748
3584.448,4.95878,65.59208
3584.6004,7.00405,65.39005
3584.7528,10.8617,65.19977
3584.9052,12.57881,65.09217
3585.0576,12.49072,64.82755
3585.21,12.20106,64.83093
3585.3624,12.54339,64.95279
3585.5148,12.25838,64.7817
3585.6672,12.14968,64.79182
3585.8196,12.02322,64.68514
3585.972,11.97495,64.47834
3586.1244,12.01551,64.24922
3586.2768,11.77568,64.20749
3586.4292,12.09926,64.38595
3586.5816,11.31533,64.78143
3586.734,10.45547,64.79829
3586.8864,9.35354,65.39432
3587.0388,8.04598,65.58927
3587.1912,7.45183,65.85884
3587.3436,6.59925,66.23648
3587.496,6.06428,66.28842
3587.6484,5.3236,66.24462
3587.8008,4.811,66.06482
3587.9532,4.99623,65.53901
3588.1056,5.26133,65.55919
3588.258,5.25893,65.53176
3588.4104,5.25557,65.6085
3588.5628,5.17162,65.8603
3588.7152,5.62574,65.99316
3588.8676,6.04543,66.13118
3589.02,4.77169,66.16946
3589.1724,4.51901,65.92562
3589.3248,4.28014,65.7659
3589.4772,4.04892,65.43126
3589.6296,3.91238,64.95858
3589.782,4.76736,64.35029
3589.9344,5.76544,64.09228
3590.0868,7.5597,63.82119
3590.2392,9.28256,63.33771
3590.3916,8.65445,63.58512
3590.544,6.90827,63.92281
3590.6964,6.52954,64.08575
3590.8488,6.80818,64.83806
3591.0012,6.81281,65.86707
3591.1536,6.54971,66.06202
3591.306,6.10064,66.68021
3591.4584,5.8191,66.69131
3591.6108,5.7081,66.90802
3591.7632,6.31542,67.16951
3591.9156,6.54801,67.44276
3592.068,6.948,67.38774
3592.2204,7.62215,67.68383
3592.3728,9.22888,67.06027
3592.5252,7.38155,67.34199
3592.6776,5.60344,67.12412
3592.83,4.51726,67.34187
3592.9824,4.00895,67.57602
3593.1348,4.16162,67.79819
3593.2872,4.66943,68.05203
3593.4396,3.71993,68.12969
3593.592,3.26671,68.13871
3593.7444,3.05689,68.2777
3593.8968,2.65045,68.42605
3594.0492,2.50313,68.52163
3594.2016,2.97628,68.47628
3594.354,3.7638,68.44778
3594.5064,4.5187,68.00061
3594.6588,5.14655,67.79816
3594.8112,5.85811,67.82809
3594.9636,6.22019,67.45578
3595.116,6.82863,67.30853
3595.2684,6.58231,66.96944
3595.4208,6.96456,67.07462
3595.5732,7.18259,66.68899
3595.7256,7.09162,65.98381
3595.878,6.8259,65.67769
3596.0304,6.55653,65.63551
3596.1828,6.5624,65.49424
3596.3352,7.17119,65.56675
3596.4876,7.6033,65.4562
3596.64,6.80677,66.06001
3596.7924,6.53854,65.96073
3596.9448,6.75516,65.95192
3597.0972,7.32573,66.18034
3597.2496,8.2992,66.22259
3597.402,9.83845,66.34926
3597.5544,9.58199,66.09609
3597.7068,9.38223,66.15239
3597.8592,8.26034,65.91282
3598.0116,8.72638,65.84192
3598.164,10.11883,65.57147
3598.3164,10.93203,65.73588
3598.4688,11.79237,65.31913
3598.6212,12.22431,64.97416
3598.7736,12.48956,64.89576
3598.926,12.01071,64.8633
3599.0784,10.81542,65.1442
3599.2308,11.44441,65.22455
3599.3832,12.63574,65.02923
3599.5356,16.57244,65.48223
3599.688,14.42366,65.15319
3599.8404,12.89816,65.19852
3599.9928,11.05088,65.06313
3600.1452,8.96325,65.19919
3600.2976,8.41871,65.71214
3600.45,8.5279,65.87932
3600.6024,8.51036,66.01645
3600.7548,8.87545,66.47408
3600.9072,8.44488,66.75382
3601.0596,8.58906,67.24272
3601.212,8.01857,67.69681
3601.3644,7.71971,68.21467
3601.5168,8.49363,68.30897
3601.6692,7.20644,68.96841
3601.8216,6.46716,69.38007
3601.974,6.23025,69.24788
3602.1264,6.35907,69.43408
3602.2788,6.4826,69.03595
3602.4312,6.35433,68.9293
3602.5836,5.43942,68.5515
3602.736,4.69217,68.17303
3602.8884,4.73255,68.17644
3603.0408,4.86344,68.07202
3603.1932,4.68733,68.11744
3603.3456,4.51691,68.11143
3603.498,4.25291,68.6185
3603.6504,3.92632,68.6028
3603.8028,4.07296,68.50282
3603.9552,4.04644,68.56668
3604.1076,4.00192,68.39081
3604.26,4.9704,68.39657
3604.4124,6.65671,68.126
3604.5648,7.09239,67.83924
3604.7172,6.84881,67.47196
3604.8696,5.89374,66.93115
3605.022,6.04509,66.65848
3605.1744,7.37705,66.05805
3605.3268,9.42198,65.78879
3605.4792,12.20996,65.80754
3605.6316,13.56261,65.67873
3605.784,11.23349,65.69589
3605.9364,8.9444,65.78934
3606.0888,8.6689,65.74762
3606.2412,8.04676,66.00685
3606.3936,7.05356,65.97286
3606.546,5.27635,66.19936
3606.6984,5.29406,65.77742
3606.8508,5.50442,65.55599
3607.0032,5.98474,65.25597
3607.1556,5.70347,65.1069
3607.308,5.31166,64.79259
3607.4604,4.87205,65.49929
3607.6128,4.96547,65.44556
3607.7652,4.91981,66.48243
3607.9176,6.46036,67.00671
3608.07,5.4123,67.85842
3608.2224,3.28925,68.03596
3608.3748,2.1896,68.74444
3608.5272,2.16469,69.27549
3608.6796,2.13225,69.67246
3608.832,2.18065,69.52333
3608.9844,2.20366,69.53869
3609.1368,2.11663,69.82169
3609.2892,1.9799,69.35822
3609.4416,2.01065,69.086
3609.594,2.16783,68.62188
3609.7464,2.61735,68.50429
3609.8988,3.30775,68.54077
3610.0512,3.54506,68.6356
3610.2036,3.35103,68.64078
3610.356,3.11154,68.27005
3610.5084,3.37375,68.19921
3610.6608,4.19873,68.21927
3610.8132,4.79921,68.33275
3610.9656,4.96572,68.37688
3611.118,4.04414,68.73627
3611.2704,3.58008,68.40218
3611.4228,4.15374,68.48792
3611.5752,4.80458,68.4394
3611.7276,5.71268,68.3913
3611.88,7.54868,68.44247
3612.0324,9.99463,68.35055
3612.1848,8.97402,68.94945
3612.3372,5.47763,70.07142
3612.4896,3.44007,71.02739
3612.642,3.00221,71.8975
3612.7944,2.65412,74.4257
3612.9468,2.49176,77.61211
3613.0992,2.53655,79.10039
3613.2516,2.434,81.69393
3613.404,2.31163,83.46469
3613.5564,2.27725,83.9486
3613.7088,2.34891,83.80046
3613.8612,2.43981,82.93139
3614.0136,2.73293,82.03338
3614.166,2.79406,81.32085
3614.3184,2.56123,80.74487
3614.4708,3.15444,80.1019
3614.6232,3.06002,79.77482
3614.7756,2.82598,79.38156
3614.928,2.30773,79.2209
3615.0804,2.07997,78.37472
3615.2328,2.91609,77.48299
3615.3852,4.51888,75.95552
3615.5376,5.28453,74.62254
3615.69,6.73397,72.74994
3615.8424,9.10836,71.492
3615.9948,7.58673,71.0561
3616.1472,5.84545,68.6658
3616.2996,4.75401,66.77421
3616.452,4.48323,66.39864
3616.6044,4.47913,66.00325
3616.7568,3.38717,66.54863
3616.9092,1.7933,67.54274
3617.0616,1.56801,69.2163
3617.214,1.76727,70.28377
3617.3664,1.27966,72.94193
3617.5188,0.86051,76.79957
3617.6712,0.64339,81.96032
3617.8236,0.59328,83.81354
3617.976,0.57025,86.07019
3618.1284,0.5789,87.94772
3618.2808,0.60762,88.50886
3618.4332,0.61339,88.77614
3618.5856,0.68213,88.2328
3618.738,0.75728,86.82292
3618.8904,0.77358,86.30942
3619.0428,0.80899,85.95104
3619.1952,0.94669,84.17503
3619.3476,1.16701,82.41143
3619.5,1.52488,82.00754
3619.6524,1.34955,81.82655
3619.8048,1.18648,82.03168
3619.9572,1.03266,81.9577
3620.1096,0.89998,82.58998
3620.262,0.85712,83.21619
3620.4144,0.85176,83.25795
3620.5668,0.99153,83.62365
3620.7192,1.16188,83.86737
3620.8716,1.34562,82.54871
3621.024,1.42084,82.03028
3621.1764,1.27448,81.65309
3621.3288,1.04849,81.57436
3621.4812,1.21183,80.60162
3621.6336,1.1153,80.18925
3621.786,1.40359,80.53313
3621.9384,0.8886,81.33164
3622.0908,0.65059,82.51463
3622.2432,0.58203,82.77911
3622.3956,0.62256,82.69142
3622.548,0.65086,81.90122
3622.7004,0.72385,81.71645
3622.8528,0.87767,81.50629
3623.0052,1.01819,80.9543
3623.1576,1.24452,80.4138
3623.31,1.30735,80.5598
3623.4624,1.15807,80.91215
3623.6148,1.05737,80.93114
3623.7672,1.12162,81.56472
3623.9196,1.21255,81.28632
3624.072,1.25041,80.1891
3624.2244,1.28238,79.23733
3624.3768,1.51168,78.43489
3624.5292,1.84651,76.42263
3624.6816,2.3426,73.20464
3624.834,3.7063,72.44441
3624.9864,5.54627,70.44285
3625.1388,4.88698,69.5838
3625.2912,4.28116,68.8463
3625.4436,4.18972,68.82131
3625.596,2.00416,71.10938
3625.7484,1.35797,74.0977
3625.9008,1.03346,73.73804
3626.0532,0.8499,75.76572
3626.2056,0.73603,80.01969
3626.358,0.66636,80.99868
3626.5104,0.60657,82.25025
3626.6628,0.54697,83.16675
3626.8152,0.56534,83.50517
3626.9676,0.6054,83.57896
3627.12,0.6581,83.73325
3627.2724,0.6669,84.02074
3627.4248,0.61185,84.4043
3627.5772,0.58206,85.11412
3627.7296,0.56674,85.51551
3627.882,0.50539,85.70641
3628.0344,0.43477,85.47266
3628.1868,0.42007,87.08508
3628.3392,0.45823,87.14488
3628.4916,0.50124,87.46748
3628.644,0.52931,86.78473
3628.7964,0.54887,86.13547
3628.9488,0.60405,86.05354
3629.1012,0.62222,85.7838
3629.2536,0.71208,85.64155
3629.406,0.64587,85.67977
3629.5584,0.61261,85.84537
3629.7108,0.51601,84.77585
3629.8632,0.51482,84.34517
3630.0156,0.60607,82.00117
3630.168,0.82284,79.86754
3630.3204,0.85984,78.4265
3630.4728,0.77716,77.93008
3630.6252,0.98007,77.13507
3630.7776,1.2612,73.61914
3630.93,1.84059,72.52381
3631.0824,2.12132,70.63575
3631.2348,2.29745,70.24101
3631.3872,2.4814,69.69441
3631.5396,2.5868,69.80972
3631.692,3.2354,69.49839
3631.8444,3.99269,69.44722
3631.9968,5.37331,69.68347
3632.1492,6.78089,70.0029
3632.3016,5.85415,70.72348
3632.454,4.88436,71.52214
3632.6064,3.66564,71.33128
3632.7588,2.62383,72.00982
3632.9112,2.04815,73.1381
3633.0636,1.88834,73.23619
3633.216,1.91699,73.6512
3633.3684,2.1057,73.48947
3633.5208,2.40307,73.23491
3633.6732,2.32193,73.26749
3633.8256,2.21275,73.08077
3633.978,2.14748,72.88728
3634.1304,2.76824,72.51344
3634.2828,4.0119,72.41579
3634.4352,4.85667,71.95493
3634.5876,5.07705,71.50456
3634.74,5.3402,71.33414
3634.8924,5.53859,71.20497
3635.0448,5.98073,70.31462
3635.1972,7.22472,70.43023
3635.3496,7.99462,70.13384
3635.502,8.20703,70.4715
3635.6544,8.17368,70.48037
3635.8068,8.17463,70.6748
3635.9592,8.30098,70.91455
3636.1116,8.15611,70.73646
3636.264,7.83645,71.13355
3636.4164,7.7874,70.66334
3636.5688,8.28823,71.14904
3636.7212,7.05262,70.85966
3636.8736,6.14615,69.78228
3637.026,4.96773,69.14431
3637.1784,4.01554,69.3488
3637.3308,3.71996,69.30609
3637.4832,4.07365,69.19884
3637.6356,4.71276,69.38732
3637.788,4.78859,70.30541
3637.9404,4.83303,70.87862
3638.0928,5.33061,71.39754
3638.2452,5.94664,71.25486
3638.3976,7.08847,71.7818
3638.55,6.91839,72.33599
3638.7024,6.55634,72.43029
3638.8548,6.28393,72.6919
3639.0072,6.01397,72.59586
3639.1596,6.02264,72.53926
3639.312,6.08242,72.88637
3639.4644,6.02382,72.91093
3639.6168,5.74065,72.90194
3639.7692,5.01958,72.74982
3639.9216,4.42493,72.48147
3640.074,3.34994,71.75001
3640.2264,2.65177,71.20893
3640.3788,2.41373,71.46399
3640.5312,2.67048,71.24487
3640.6836,2.8896,70.96058
3640.836,3.23709,70.90294
3640.9884,4.09814,71.14617
3641.1408,3.9688,70.82897
3641.2932,3.87953,71.31305
3641.4456,3.18022,71.68439
3641.598,4.02196,72.51631
3641.7504,5.88182,73.16017
3641.9028,6.1952,73.96719
3642.0552,6.14694,74.0838
3642.2076,5.9881,74.56737
3642.36,6.09927,74.93615
3642.5124,6.49594,75.70348
3642.6648,6.77584,75.58409
3642.8172,6.84145,75.68967
3642.9696,6.56733,75.33034
3643.122,6.39098,74.78106
3643.2744,6.88772,74.26745
3643.4268,7.58881,72.7243
3643.5792,8.03206,71.97139
3643.7316,8.46009,71.45783
3643.884,8.96817,70.75792
3644.0364,9.22042,70.50487
3644.1888,9.20166,70.14704
3644.3412,9.13272,70.17011
3644.4936,8.9599,70.21019
3644.646,8.82246,70.2105
3644.7984,8.83429,70.26844
3644.9508,8.90622,70.52206
3645.1032,9.29632,70.53045
3645.2556,9.72043,70.60594
3645.408,9.67156,70.79611
3645.5604,9.38737,71.04294
3645.7128,9.25258,71.10134
3645.8652,9.31113,71.08311
3646.0176,9.24078,71.08015
3646.17,9.07528,71.04077
3646.3224,9.00393,70.75341
3646.4748,8.9583,70.92647
3646.6272,9.0459,70.97539
3646.7796,9.41553,71.09865
3646.932,9.80961,71.03867
3647.0844,10.94932,71.13108
3647.2368,11.10849,71.23152
3647.3892,9.98905,71.38193
3647.5416,9.28468,71.77824
3647.694,8.77007,72.03159
3647.8464,8.87743,71.9883
3647.9988,9.90575,71.87166
3648.1512,10.89303,71.97029
3648.3036,10.27795,72.18764
3648.456,11.00317,72.21117
3648.6084,8.62272,72.45261
3648.7608,5.96202,72.60482
3648.9132,4.51813,72.44532
3649.0656,3.14351,72.89661
3649.218,3.15441,72.99774
3649.3704,3.75854,73.13012
3649.5228,2.82377,73.92375
3649.6752,2.01457,73.59116
3649.8276,1.28861,73.28139
3649.98,0.9936,72.52393
3650.1324,0.99471,72.09166
3650.2848,1.01524,70.49384
3650.4372,1.0112,70.11363
3650.5896,1.23617,68.85871
3650.742,1.82466,68.26139
3650.8944,3.19103,67.69635
3651.0468,3.20967,67.40987
3651.1992,3.60208,67.34547
3651.3516,4.00952,67.43121
3651.504,4.39454,67.71851
3651.6564,4.28674,67.95543
3651.8088,4.3409,68.35753
3651.9612,5.49869,68.49082
3652.1136,6.64703,68.50435
3652.266,8.86056,68.70978
3652.4184,8.3761,69.48812
3652.5708,8.09464,69.42046
3652.7232,7.94599,69.57151
3652.8756,8.5418,69.74744
3653.028,9.46826,70.06736
3653.1804,10.33488,70.07014
3653.3328,10.50599,69.94188
3653.4852,10.25201,69.87171
3653.6376,9.96357,69.94465
3653.79,9.52033,69.40717
3653.9424,9.18736,69.27632
3654.0948,9.34142,69.29171
3654.2472,9.94327,69.27208
3654.3996,11.18002,69.30777
3654.552,10.49636,69.38175
3654.7044,8.44976,69.0326
3654.8568,6.57204,68.85334
3655.0092,7.35823,67.82925
3655.1616,6.6904,67.65667
3655.314,6.0782,67.11013
3655.4664,4.60992,66.57152
3655.6188,5.8193,66.33862
3655.7712,9.81738,66.33561
3655.9236,15.52358,65.98551
3656.076,11.5202,65.84
3656.2284,11.33577,65.91989
3656.3808,9.62723,66.54253
3656.5332,8.85885,66.77321
3656.6856,9.02243,67.00748
3656.838,9.08828,67.34885
3656.9904,14.50377,68.19732
3657.1428,11.83859,69.40403
3657.2952,6.16339,69.31649
3657.4476,4.20796,69.35812
3657.6,3.16316,69.53695
3657.7524,2.11516,69.07637
3657.9048,2.14098,68.15618
3658.0572,4.82982,67.94861
3658.2096,7.55314,67.4605
3658.362,9.84743,65.29389
3658.5144,9.31331,64.13004
3658.6668,11.77129,63.80098
3658.8192,17.68524,64.18789
3658.9716,20.43874,64.11995
3659.124,19.99229,64.3983
3659.2764,18.23485,64.64677
3659.4288,14.41462,64.7472
3659.5812,12.1975,64.8807
3659.7336,10.76535,65.17267
3659.886,10.26204,65.10501
3660.0384,9.05914,65.04798
3660.1908,8.70851,65.12177
3660.3432,10.40966,65.18605
3660.4956,11.95358,65.49673
3660.648,12.20075,65.97548
3660.8004,13.17478,66.75705
3660.9528,15.55353,67.18255
3661.1052,13.8488,67.22651
3661.2576,12.38002,67.28957
3661.41,10.74251,70.391
3661.5624,10.46924,71.71609
3661.7148,10.18216,72.31596
3661.8672,9.6731,72.43746
3662.0196,9.14054,73.36475
3662.172,8.94955,73.76328
3662.3244,8.53081,73.59375
3662.4768,8.18151,73.5262
3662.6292,8.02451,73.5002
3662.7816,8.99203,73.21138
3662.934,10.07795,72.48293
3663.0864,9.78266,71.8238
3663.2388,9.69193,71.3912
3663.3912,9.99281,71.36243
3663.5436,10.25439,71.36605
3663.696,10.45495,70.35711
3663.8484,10.70985,70.29977
3664.0008,11.59005,70.303
3664.1532,10.88489,70.22982
3664.3056,9.65353,70.60064
3664.458,9.0119,71.60042
3664.6104,9.30567,71.83557
3664.7628,9.58256,71.88931
3664.9152,9.30048,71.76379
3665.0676,9.13195,71.73422
3665.22,8.93602,71.53001
3665.3724,8.82972,71.30229
3665.5248,8.81515,71.00072
3665.6772,9.15515,70.95311
3665.8296,9.57581,70.80934
3665.982,9.7226,69.7899
3666.1344,9.96906,69.62016
3666.2868,10.06777,69.71837
3666.4392,10.1851,69.70148
3666.5916,10.0351,69.4673
3666.744,9.8859,68.18282
3666.8964,10.14532,67.32697
3667.0488,10.29286,67.68471
3667.2012,10.33272,67.5395
3667.3536,10.1359,67.7625
3667.506,10.84115,67.85918
3667.6584,11.56511,67.92733
3667.8108,11.79948,68.88379
3667.9632,12.00427,68.92156
3668.1156,12.05163,69.30335
3668.268,12.14099,69.57667
3668.4204,12.13749,69.35642
3668.5728,12.335,69.68502
3668.7252,12.48757,69.84239
3668.8776,12.46912,70.07803
3669.03,12.39133,70.14094
3669.1824,13.46513,70.16298
3669.3348,13.15989,70.72527
3669.4872,11.6598,71.31787
3669.6396,10.66975,72.11373
3669.792,10.60141,72.07356
3669.9444,10.96101,72.03613
3670.0968,11.11459,72.01574
3670.2492,11.0428,72.05109
3670.4016,10.91823,72.01958
3670.554,10.87451,72.12684
3670.7064,10.88096,72.10998
3670.8588,10.83437,72.09761
3671.0112,10.43604,72.03991
3671.1636,10.08368,72.19279
3671.316,10.0169,72.3914
3671.4684,9.96794,72.67718
3671.6208,9.82017,72.88914
3671.7732,9.8358,72.88125
3671.9256,9.67806,72.98031
3672.078,9.58985,72.84251
3672.2304,9.60436,72.73119
3672.3828,9.6077,72.62683
3672.5352,9.70866,72.61787
3672.6876,9.91543,72.62372
3672.84,9.66495,72.57751
3672.9924,9.36362,72.7692
3673.1448,9.14656,72.77539
3673.2972,9.10723,72.75177
3673.4496,9.13147,72.84641
3673.602,9.19182,72.917
3673.7544,9.26511,73.23033
3673.9068,9.26322,73.56412
3674.0592,9.10455,73.62103
3674.2116,8.77579,73.76102
3674.364,8.82986,73.78352
3674.5164,8.79485,74.02653
3674.6688,9.10804,73.95506
3674.8212,8.80112,74.13751
3674.9736,8.33443,74.33112
3675.126,8.19487,74.32012
3675.2784,8.4109,74.43941
3675.4308,8.65393,74.54088
3675.5832,8.58499,74.42872
3675.7356,8.54495,74.26504
3675.888,8.7132,73.87416
3676.0404,8.93545,73.78071
3676.1928,9.09246,73.88751
3676.3452,8.7007,74.07631
3676.4976,8.0939,74.22471
3676.65,8.37536,74.35002
3676.8024,8.33008,74.40208
3676.9548,8.27357,74.86464
3677.1072,8.01646,75.55248
3677.2596,7.80405,75.57071
3677.412,7.77851,75.72085
3677.5644,7.84598,76.32357
3677.7168,7.93906,76.53187
3677.8692,7.90727,76.84962
3678.0216,7.8128,76.90647
3678.174,7.709,76.67741
3678.3264,7.74127,76.50318
3678.4788,8.18982,75.62198
3678.6312,9.81756,75.43123
3678.7836,10.71315,75.15615
3678.936,10.65484,74.20475
3679.0884,10.42569,72.41182
3679.2408,11.64866,71.33173
3679.3932,14.07384,71.23216
3679.5456,14.98685,71.09353
3679.698,15.96256,69.74208
3679.8504,16.07654,69.84501
3680.0028,15.01483,69.9178
3680.1552,12.0979,70.04825
3680.3076,11.64957,70.47903
3680.46,11.46617,70.69796
3680.6124,11.48355,71.45701
3680.7648,11.50563,72.11349
3680.9172,11.15154,72.16405
3681.0696,10.91319,72.40381
3681.222,11.2154,72.49125
3681.3744,11.78129,72.50954
3681.5268,11.9615,72.66651
3681.6792,11.68521,72.77579
3681.8316,11.36459,72.72747
3681.984,11.27192,72.92916
3682.1364,10.86796,72.74896
3682.2888,10.84011,71.56305
3682.4412,10.1535,72.45876
3682.5936,10.15633,72.00717
3682.746,10.22475,71.44546
3682.8984,9.90041,71.1794
3683.0508,7.96124,71.06635
3683.2032,6.39144,70.86228
3683.3556,5.96621,70.18026
3683.508,5.86647,69.71136
3683.6604,4.95529,70.63603
3683.8128,3.61066,69.45106
3683.9652,2.96663,70.48183
3684.1176,2.26204,71.07387
3684.27,2.67561,71.84825
3684.4224,3.20629,73.20339
3684.5748,2.30574,73.96286
3684.7272,1.39438,74.30579
3684.8796,0.78287,74.78045
3685.032,0.86436,75.44818
3685.1844,1.1949,76.43966
3685.3368,1.83495,76.77113
3685.4892,1.42096,77.22894
3685.6416,0.90037,77.51591
3685.794,0.54139,77.66258
3685.9464,0.59748,80.46077
3686.0988,0.77189,82.57767
3686.2512,0.70371,83.43348
3686.4036,0.60033,85.61058
3686.556,0.46821,86.6405
3686.7084,0.45842,88.09153
3686.8608,0.44744,88.04785
3687.0132,0.42469,88.47497
3687.1656,0.40551,88.74889
3687.318,0.40934,89.05869
3687.4704,0.42598,88.28684
3687.6228,0.47023,87.88609
3687.7752,0.43338,87.36586
3687.9276,0.39374,84.79576
3688.08,0.40185,82.51591
3688.2324,0.5486,81.87373
3688.3848,1.04369,81.34003
3688.5372,1.00878,80.71061
3688.6896,0.91933,78.93799
3688.842,0.80683,77.478
3688.9944,0.71045,77.2907
3689.1468,0.74373,76.99794
3689.2992,0.90232,76.36435
3689.4516,1.25558,75.23043
3689.604,1.32965,74.18609
3689.7564,0.92643,72.70666
3689.9088,1.19065,72.39137
3690.0612,1.5617,71.61279
3690.2136,2.37209,70.69382
3690.366,2.81957,67.43273
3690.5184,2.87461,65.79236
3690.6708,4.22978,65.29121
3690.8232,6.02917,64.45459
3690.9756,8.21744,64.78073
3691.128,7.8122,64.22724
3691.2804,6.74312,64.0176
3691.4328,6.66851,64.63888
3691.5852,7.61252,65.81364
3691.7376,8.03,66.20128
3691.89,7.55117,66.73645
3692.0424,7.18867,68.37295
3692.1948,6.61259,69.49376
3692.3472,5.60472,69.3253
3692.4996,6.37439,68.7149
3692.652,7.55116,68.11728
3692.8044,8.88628,66.55159
3692.9568,12.11401,67.52948
3693.1092,13.3662,67.88963
3693.2616,10.40354,65.55014
3693.414,8.48237,65.30937
3693.5664,8.90861,65.76301
3693.7188,8.6763,65.45345
3693.8712,8.10148,65.79276
3694.0236,8.10855,65.99761
3694.176,9.48548,66.00255
3694.3284,9.53097,66.27111
3694.4808,6.28539,67.08523
3694.6332,5.04956,67.05335
3694.7856,4.06536,68.18397
3694.938,3.67348,68.72832
3695.0904,5.42916,69.79667
3695.2428,6.13527,70.46177
3695.3952,5.4526,70.65197
3695.5476,6.48984,70.29673
3695.7,8.13525,69.93709
3695.8524,11.99243,69.75467
3696.0048,12.4958,68.69701
3696.1572,12.71304,67.94879
3696.3096,13.27208,68.00789
3696.462,14.18754,67.6823
3696.6144,15.71221,67.35803
3696.7668,16.74916,67.89393
3696.9192,16.24999,68.10375
3697.0716,13.74083,68.40745
3697.224,11.74705,68.29568
3697.3764,9.82163,68.2884
3697.5288,6.82052,68.24399
3697.6812,5.00388,67.37305
3697.8336,3.59325,67.34815
3697.986,3.79845,67.14976
3698.1384,3.39095,67.55706
3698.2908,4.94863,67.53521
3698.4432,3.66911,67.9003
3698.5956,2.06834,68.31214
3698.748,1.43897,68.43595
3698.9004,1.30378,69.99196
3699.0528,1.42176,70.88411
3699.2052,1.32024,72.26823
3699.3576,1.28226,72.67142
3699.51,1.32771,73.98874
3699.6624,2.46508,74.83788
3699.8148,1.7122,75.77752
3699.9672,1.08317,75.74149
3700.1196,0.65551,75.89432
3700.272,0.54972,77.7795
3700.4244,0.50338,78.03471
3700.5768,0.46885,77.74229
3700.7292,0.44664,77.90947
3700.8816,0.4668,77.49555
3701.034,0.48073,74.50406
3701.1864,0.49542,73.66989
3701.3388,0.61098,72.55435
3701.4912,0.91169,72.30636
3701.6436,1.22685,72.61308
3701.796,1.08132,72.49308
3701.9484,0.834,73.28416
3702.1008,0.79514,73.09195
3702.2532,0.70827,73.43171
3702.4056,0.64832,74.10511
3702.558,0.6047,75.35665
3702.7104,0.75692,75.8799
3702.8628,1.07496,75.82013
3703.0152,1.18991,75.73841
3703.1676,0.75053,75.46333
3703.32,0.61777,75.14634
3703.4724,0.45415,74.40634
3703.6248,0.47316,73.85938
3703.7772,0.66174,73.68442
3703.9296,1.20923,73.85591
3704.082,1.43734,71.9941
3704.2344,0.9704,70.58266
3704.3868,1.28762,70.22083
3704.5392,2.06727,69.00535
3704.6916,3.15261,68.2745
3704.844,3.64034,67.21986
3704.9964,3.47281,66.63001
3705.1488,4.97927,66.54528
3705.3012,6.45848,67.24406
3705.4536,7.81873,67.12988
3705.606,7.03159,67.55456
3705.7584,5.76303,67.88816
3705.9108,7.13948,68.79592
3706.0632,8.01856,70.68038
3706.2156,9.06657,71.09743
3706.368,9.92112,71.83923
3706.5204,11.07871,71.87589
3706.6728,11.10168,73.54336
3706.8252,11.79097,73.67848
3706.9776,12.01916,71.48508
3707.13,11.75166,72.03405
3707.2824,10.05718,72.03713
3707.4348,8.3947,72.03384
3707.5872,6.73708,71.1818
3707.7396,6.86363,71.98687
3707.892,8.54471,71.97511
3708.0444,6.70367,71.88208
3708.1968,4.50716,71.88111
3708.3492,3.23004,71.72901
3708.5016,3.35519,71.73837
3708.654,3.42006,71.78058
3708.8064,3.77853,71.34259
3708.9588,4.19701,70.6053
3709.1112,4.658,70.10217
3709.2636,4.15634,68.99438
3709.416,3.56049,67.73973
3709.5684,3.02493,67.95239
3709.7208,3.13114,67.71364
3709.8732,3.77708,66.97316
3710.0256,4.94073,66.6013
3710.178,6.10996,66.94926
3710.3304,6.4451,67.22017
3710.4828,6.72463,67.3694
3710.6352,7.75871,67.32102
3710.7876,9.085,68.17001
3710.94,9.79375,68.59661
3711.0924,10.37253,68.26971
3711.2448,10.59124,69.89616
3711.3972,10.91447,71.49291
3711.5496,10.52734,71.52181
3711.702,9.87862,72.37558
3711.8544,9.52407,72.79886
3712.0068,9.19396,72.49135
3712.1592,8.87908,73.10933
3712.3116,8.52069,72.77557
3712.464,8.59544,72.56276
3712.6164,8.45763,72.55874
3712.7688,8.3401,72.13296
3712.9212,8.20444,71.40574
3713.0736,8.60623,71.04254
3713.226,9.11554,71.06339
3713.3784,8.8017,70.08303
3713.5308,9.30313,68.71594
3713.6832,9.36274,67.66868
3713.8356,9.66954,66.30915
3713.988,9.94443,66.21567
3714.1404,10.08151,66.15757
3714.2928,9.47383,65.79526
3714.4452,7.72734,65.41386
3714.5976,7.4014,65.16984
3714.75,7.85036,64.91499
